227079.000,9028680.000
227581.000,9026956.000
228712.000,9025437.000
230820.093,9024274.140
232397.617,9023090.210
233975.142,9021906.280
235752.962,9021072.430
237573.045,9020312.450
239393.128,9019552.470
241213.211,9018792.490
243106.666,9018264.230
245032.461,9017838.090
246958.255,9017411.960
248884.531,9016988.220
250824.824,9016633.900
252765.116,9016279.590
254705.408,9015925.270
256659.734,9015691.040
258629.440,9015588.420
260599.146,9015485.790
262570.071,9015430.000
264542.448,9015430.000
266514.826,9015430.000
268487.203,9015430.000
270459.470,9015431.450
272408.995,9015730.830
274358.520,9016030.200
276308.045,9016329.580
278257.570,9016628.950
280192.335,9017010.430
282124.065,9017408.790
284055.796,9017807.150
285924.023,9018419.570
287760.476,9019139.090
289579.628,9019898.100
291224.000,9020391.000
292675.000,9021292.000
234283.723,9101450.480
234574.730,9101658.480
235013.244,9102541.640
235417.551,9103438.140
235692.585,9104385.040
235967.619,9105331.950
236079.910,9106304.540
236109.889,9107290.120
236139.869,9108275.700
235979.148,9109248.470
235817.590,9110221.180
235653.156,9111193.230
235374.505,9112139.070
235095.854,9113084.920
234819.862,9114031.540
234546.792,9114979.010
234261.794,9115921.570
233788.638,9116786.670
233315.483,9117651.770
232812.717,9118497.490
232209.439,9119277.440
231606.162,9120057.390
230880.679,9120723.030
230142.651,9121376.930
229373.477,9121988.420
228528.719,9122497.000
227683.961,9123005.570
226842.763,9123520.020
226002.128,9124035.380
225163.826,9124554.530
224325.524,9125073.690
223421.151,9125460.180
222501.729,9125816.450
221576.765,9126156.380
220630.196,9126432.560
219683.626,9126708.740
228587.000,9027492.000
228335.000,9028623.000
230003.000,9026636.000
231343.834,9025836.660
232694.801,9024855.110
234126.331,9023832.500
235657.653,9022944.960
237316.890,9022198.850
239018.992,9021492.670
240741.120,9020794.450
242494.697,9020186.400
244305.355,9019712.110
246143.391,9019298.140
247988.941,9018895.890
249841.088,9018520.750
251705.244,9018174.030
253576.489,9017837.940
255450.971,9017548.440
257337.981,9017356.390
259239.310,9017238.490
261141.000,9017155.750
263042.398,9017114.550
264946.089,9017103.920
266849.136,9017101.770
268754.149,9017109.760
270636.832,9017208.060
272511.131,9017442.430
274368.364,9017706.680
275984.909,9018165.490
277662.010,9018218.460
279468.470,9018556.830
281273.165,9018913.100
283056.218,9019295.940
284785.023,9019763.000
286481.343,9020434.660
288151.291,9020932.010
289293.000,9021350.000
290602.000,9021247.000
291768.000,9021959.000
234162.128,9101791.020
233949.934,9101494.990
234400.000,9102299.000
234220.787,9102933.980
234587.007,9103552.500
234847.521,9104352.090
235070.854,9105201.510
235220.077,9106073.930
235279.412,9106974.730
235288.025,9107889.350
235213.322,9108795.460
235067.035,9109710.060
234901.894,9110623.420
234688.676,9111523.110
234429.625,9112420.860
234165.297,9113318.650
233901.166,9114219.160
233621.657,9115118.410
233265.273,9115979.220
232820.585,9116814.690
232344.647,9117631.140
231815.931,9118409.130
231230.006,9119155.790
230589.939,9119842.120
229887.317,9120478.840
229155.582,9121075.220
228382.224,9121607.240
227576.213,9122101.210
226771.260,9122591.200
225970.355,9123082.750
225172.152,9123575.180
224372.563,9124061.660
223556.313,9124491.680
222708.933,9124853.950
221862.872,9125180.690
221041.991,9125478.660
220335.542,9125650.850
219803.233,9126045.940
219241.004,9126488.800
229669.896,9027884.210
229466.000,9028646.000
230695.418,9027993.110
231811.036,9027194.980
233139.428,9026429.010
234378.204,9025501.510
235771.914,9024695.400
237265.838,9023958.010
238852.572,9023288.390
240477.438,9022638.730
242139.476,9022027.150
243850.029,9021516.200
245603.189,9021093.790
247377.503,9020704.890
249162.590,9020332.210
250963.140,9019986.280
252773.408,9019657.800
254590.281,9019359.130
256415.723,9019118.300
258255.109,9018959.620
260102.345,9018856.250
261951.252,9018790.720
263800.440,9018759.170
265649.633,9018748.440
267496.927,9018749.950
269334.706,9018790.540
271160.565,9018930.200
272973.583,9019157.820
274755.085,9019447.710
276552.492,9019725.000
278300.044,9019990.030
280024.612,9020299.510
281712.880,9020628.910
283338.585,9020993.450
284871.397,9021396.580
286097.922,9021974.350
287346.242,9022108.180
288697.415,9022447.620
289637.000,9022056.000
290327.142,9022363.210
291101.000,9022192.000
233810.160,9101937.570
233720.838,9101580.700
233685.280,9102435.290
233670.059,9103035.230
233818.624,9103684.460
234075.821,9104404.810
234264.060,9105165.720
234405.105,9105958.750
234477.163,9106779.490
234488.439,9107620.970
234435.865,9108469.410
234319.575,9109321.440
234164.563,9110177.710
233975.411,9111030.740
233746.194,9111879.650
233495.998,9112729.680
233242.880,9113583.560
232979.390,9114439.560
232668.018,9115279.960
232280.033,9116090.790
231834.159,9116879.220
231345.172,9117640.710
230802.655,9118367.120
230203.417,9119047.090
229550.232,9119674.970
228854.216,9120257.080
228123.414,9120787.590
227363.713,9121274.770
226595.238,9121745.580
225830.892,9122215.210
225071.554,9122684.900
224314.272,9123149.140
223549.412,9123582.320
222768.263,9123958.350
221982.086,9124287.390
221209.051,9124580.870
220498.404,9124868.100
219874.958,9125239.180
219327.593,9125523.760
219188.764,9126009.070
218789.875,9126288.320
230071.000,9028760.000
230900.553,9029042.840
231818.991,9028292.110
233052.096,9027689.280
234299.967,9027440.280
234799.000,9026661.000
235957.746,9026309.860
237279.772,9025617.420
238732.687,9024945.890
240270.295,9024354.370
241852.956,9023767.830
243482.412,9023249.970
245160.520,9022813.800
246869.530,9022428.610
248598.964,9022064.490
250340.025,9021714.950
252118.240,9021400.300
253885.939,9021123.090
255666.652,9020870.480
257444.528,9020667.510
259251.234,9020523.650
261065.345,9020425.780
262878.705,9020366.740
264694.961,9020334.190
266509.835,9020323.330
268319.610,9020343.240
270106.827,9020406.150
271908.472,9020581.380
273649.687,9020850.950
275392.125,9021110.200
277100.569,9021382.150
278771.474,9021637.720
280416.336,9021906.880
282004.976,9022196.610
283517.468,9022510.210
284926.660,9022852.990
286249.280,9023284.780
287284.895,9023315.570
288049.538,9023045.810
288723.212,9023638.420
289341.900,9023489.100
289623.303,9022793.430
233398.776,9101890.050
233304.852,9101453.110
233170.150,9102224.890
233275.163,9102687.050
233148.091,9103234.660
233206.610,9103846.840
233400.695,9104421.660
233542.614,9105099.680
233663.296,9105819.170
233735.196,9106570.040
233752.078,9107343.820
233713.336,9108131.630
233618.763,9108927.370
233480.822,9109727.870
233309.274,9110530.920
233104.005,9111333.600
232872.747,9112136.890
232630.445,9112944.560
232380.417,9113756.900
232101.988,9114565.110
231764.000,9115354.520
231362.315,9116119.360
230911.394,9116860.850
230411.746,9117572.490
229858.271,9118243.800
229250.756,9118867.560
228597.785,9119443.050
227908.150,9119970.810
227190.666,9120455.540
226460.354,9120914.980
225730.166,9121366.910
225005.436,9121817.660
224285.432,9122264.960
223564.559,9122694.960
222835.082,9123085.910
222097.057,9123431.650
221365.597,9123750.350
220596.592,9124044.030
219954.041,9124476.250
219419.636,9124895.130
218829.604,9125241.020
218735.544,9125754.710
218334.179,9126098.340
231865.450,9029237.470
232896.880,9028638.760
234273.759,9028291.830
235752.705,9027847.390
237161.321,9027356.770
238508.652,9026547.270
239888.670,9026029.770
241409.818,9025471.280
242947.562,9024982.910
244546.343,9024533.210
246198.300,9024152.190
247858.527,9023797.660
249538.007,9023443.310
251251.074,9023065.870
253030.533,9022906.170
254874.392,9022722.020
256667.872,9022583.220
258398.385,9022277.010
260192.446,9022066.150
261960.104,9021927.700
263744.948,9021808.430
265538.329,9021741.470
267330.707,9021727.290
269096.443,9021791.330
270737.260,9021770.430
272285.551,9022100.620
273985.544,9022376.720
275651.427,9022716.230
277350.012,9022989.490
279073.823,9023159.460
280689.099,9023385.310
282206.321,9023634.870
283642.479,9023877.290
284993.677,9024138.100
286087.583,9024669.650
287146.123,9024355.640
287999.205,9023946.900
288733.531,9024539.130
289409.037,9024332.830
232915.107,9101745.490
232855.880,9101284.240
232744.550,9102120.850
232777.224,9102612.320
232499.908,9103126.230
232666.829,9103671.480
232766.773,9104284.110
232875.215,9104913.090
232974.909,9105574.120
233044.109,9106263.050
233069.582,9106975.800
233046.502,9107706.160
232973.606,9108448.120
232856.410,9109197.600
232704.158,9109952.230
232520.674,9110709.910
232310.021,9111469.570
232081.515,9112233.300
231843.184,9113002.850
231589.199,9113775.530
231296.975,9114540.590
230947.804,9115287.580
230543.434,9116012.560
230090.439,9116712.620
229587.394,9117379.880
229032.103,9118005.150
228427.597,9118583.950
227783.400,9119115.370
227108.401,9119603.160
226415.871,9120058.320
225718.660,9120498.300
225025.119,9120933.480
224337.478,9121366.600
223653.633,9121791.170
222968.075,9122192.700
222278.131,9122558.820
221589.028,9122886.320
220930.201,9123205.110
220328.514,9123450.100
219733.524,9123837.410
219269.309,9124312.190
218904.794,9124735.010
218397.752,9124903.830
218244.607,9125474.630
217926.193,9125827.550
232809.106,9029516.170
233907.374,9029113.010
235299.113,9028925.810
236662.403,9028823.850
237849.616,9028726.560
238500.149,9027768.770
239896.434,9027658.930
241054.897,9026921.990
242484.823,9026657.750
243965.014,9026183.900
245589.127,9025772.150
247275.965,9025528.950
248876.328,9025178.050
250471.689,9024692.860
251914.687,9024240.260
252846.655,9024671.830
254225.977,9024335.870
256396.708,9024626.040
258245.937,9024255.400
259744.070,9023680.230
261401.036,9023567.410
263132.129,9023247.060
264904.534,9023024.660
266704.231,9022921.870
268506.563,9022927.850
270484.443,9023023.000
272322.103,9023424.900
274035.478,9023875.970
275752.498,9024397.120
277817.124,9024490.170
279544.005,9024524.370
281060.486,9024783.330
282518.535,9024977.230
283889.071,9025159.850
285115.722,9025461.350
286132.899,9026034.110
286901.189,9025477.100
287744.072,9025328.820
288122.714,9024760.200
288633.454,9025424.820
289206.105,9025089.680
289724.300,9024986.900
232496.312,9101488.420
232381.861,9101853.470
232473.813,9101042.970
232306.159,9102273.620
232242.382,9102693.090
231908.063,9103018.360
232077.611,9103532.330
232200.282,9104081.880
232270.218,9104675.800
232345.354,9105287.960
232405.468,9105924.020
232435.398,9106582.400
232425.262,9107259.670
232371.477,9107951.220
232275.044,9108652.730
232142.018,9109361.540
231978.430,9110075.690
231786.471,9110794.030
231574.258,9111516.170
231347.888,9112243.960
231109.653,9112979.210
230848.555,9113714.550
230547.036,9114441.590
230193.413,9115151.680
229788.671,9115840.270
229335.633,9116502.400
228832.762,9117129.850
228282.082,9117716.060
227684.821,9118255.420
227053.120,9118751.500
226397.924,9119206.870
225734.068,9119641.450
225070.163,9120065.330
224410.584,9120487.070
223756.692,9120903.060
223106.031,9121307.150
222453.231,9121689.300
221795.641,9122047.270
