x,y,u,v,mag
230241.778,9050112.857,-0.01526,0.00898,0.01771
229817.959,9050906.477,-0.01649,0.00828,0.01845
230425.819,9051742.390,-0.01455,0.00851,0.01686
229934.440,9052590.727,-0.01774,0.00978,0.02026
230353.182,9053637.177,-0.02115,0.01441,0.02559
231336.564,9053790.103,-0.02334,0.01657,0.02862
231559.422,9055092.987,-0.02764,0.01982,0.03401
232592.000,9055193.047,-0.02792,0.02566,0.03792
233013.574,9056240.793,-0.03297,0.02520,0.04150
234204.792,9056239.553,-0.02550,0.03061,0.03984
234483.567,9057387.890,-0.02850,0.02722,0.03941
235445.887,9057720.100,-0.02305,0.02092,0.03113
236402.428,9056820.483,-0.01695,0.02055,0.02664
237415.494,9057296.280,-0.01618,0.01786,0.02410
237501.265,9058571.713,-0.01809,0.01739,0.02509
238558.496,9059095.570,-0.01931,0.01601,0.02508
238786.081,9060261.120,-0.02040,0.01264,0.02400
239936.465,9060813.067,-0.01963,0.00853,0.02141
240784.972,9060234.903,-0.01610,0.00885,0.01837
241939.730,9060811.837,-0.01708,0.00935,0.01947
242788.987,9060232.580,-0.01251,0.01202,0.01735
243941.091,9060810.743,-0.01159,0.01243,0.01699
244791.699,9060231.803,-0.00619,0.01434,0.01562
245943.053,9060811.060,-0.00495,0.01473,0.01554
246797.008,9060232.440,-0.00327,0.01371,0.01410
246578.630,9059074.730,-0.00331,0.01367,0.01407
247510.737,9058487.327,-0.00318,0.00800,0.00861
248586.465,9059055.353,-0.00244,0.00907,0.00939
249511.033,9058415.163,-0.00203,0.00732,0.00759
249470.069,9057230.010,-0.00351,0.00719,0.00800
250567.948,9058896.157,-0.00169,0.01021,0.01035
251465.271,9058113.923,-0.00255,0.00905,0.00940
252499.362,9058450.900,-0.00218,0.00884,0.00911
253376.104,9057562.113,-0.00213,0.00869,0.00895
254399.773,9057829.377,-0.00164,0.00494,0.00520
255265.990,9056888.633,-0.00142,0.00433,0.00456
256278.228,9057105.690,-0.00012,-0.00110,0.00111
257097.015,9056087.930,-0.00158,-0.00163,0.00227
258071.471,9056265.793,0.00164,-0.00582,0.00605
258829.855,9055286.503,-0.00071,-0.00584,0.00588
259813.417,9055430.453,0.00321,-0.00811,0.00872
260080.218,9056537.237,0.00348,-0.00976,0.01036
261097.516,9056629.783,0.00372,-0.01214,0.01270
261814.928,9055519.207,0.00301,-0.01142,0.01181
262795.867,9055582.203,0.00269,-0.01036,0.01071
263480.211,9054414.347,0.00105,-0.00572,0.00582
264446.109,9054450.147,0.00541,-0.00325,0.00631
264818.774,9055554.780,0.00418,-0.00995,0.01079
265791.777,9055509.887,0.00586,-0.00465,0.00748
266376.153,9054432.017,0.00718,-0.00622,0.00950
267267.115,9054537.670,0.00979,-0.00522,0.01110
268092.372,9053938.020,0.00950,-0.00473,0.01061
268284.879,9053054.573,0.01055,-0.00499,0.01167
269460.531,9052835.123,0.01301,-0.00261,0.01327
270182.575,9053581.443,0.01246,-0.00052,0.01247
271128.276,9053480.373,0.01447,0.00055,0.01448
271682.632,9054281.297,0.01440,0.00052,0.01441
272515.405,9054160.023,0.01529,0.00041,0.01530
273131.128,9054807.437,0.01217,-0.00025,0.01218
273956.355,9054604.157,0.01180,-0.00016,0.01180
274128.076,9053860.523,0.01429,-0.00002,0.01429
274894.218,9053712.793,0.01340,-0.00028,0.01341
275127.228,9052950.423,0.01571,0.00000,0.01571
275868.075,9052807.510,0.01425,-0.00051,0.01426
276119.095,9052088.977,0.01470,-0.00101,0.01473
276819.651,9051954.500,0.01269,-0.00159,0.01279
276987.277,9051193.990,0.01419,-0.00188,0.01432
277661.294,9050982.497,0.01340,-0.00137,0.01347
278124.586,9051447.927,0.01041,0.00097,0.01045
278716.631,9051428.947,0.01056,0.00231,0.01081
279086.585,9051144.660,0.00987,0.00104,0.00993
279063.833,9050588.757,0.01060,0.00082,0.01063
279687.305,9050350.390,0.00907,-0.00056,0.00909
280097.019,9050661.397,0.01059,-0.00268,0.01092
280618.428,9050442.023,0.01151,-0.00376,0.01211
280892.444,9050877.410,0.01293,-0.00467,0.01374
281369.582,9050810.313,0.01355,-0.00509,0.01447
281655.417,9050208.550,0.01305,-0.00517,0.01403
282141.643,9050155.780,0.01386,-0.00486,0.01468
282375.351,9050677.987,0.01555,-0.00712,0.01710
282878.141,9050618.940,0.01614,-0.00651,0.01741
283115.936,9050140.807,0.01443,-0.00635,0.01576
283610.622,9050103.970,0.01541,-0.00602,0.01654
283808.605,9049600.223,0.01299,-0.00619,0.01439
284274.218,9049517.037,0.01337,-0.00512,0.01432
284494.119,9048998.320,0.01231,-0.00472,0.01318
284972.578,9048970.493,0.01257,-0.00390,0.01316
285347.101,9048615.293,0.01284,-0.00352,0.01331
285369.254,9048203.710,0.01117,-0.00270,0.01149
284897.040,9047953.287,0.00902,-0.00245,0.00935
285045.351,9047455.437,0.00555,-0.00046,0.00557
284688.488,9047139.387,0.00393,0.00044,0.00395
284872.125,9046622.423,0.00321,0.00289,0.00432
285363.498,9046459.367,0.00474,0.00478,0.00673
285733.154,9046809.027,0.00574,0.00186,0.00604
286237.418,9046664.150,0.00724,0.00167,0.00743
286364.149,9046198.873,0.00618,0.00121,0.00630
286830.573,9046077.333,0.00732,-0.00008,0.00732
286966.595,9045619.913,0.00689,-0.00010,0.00689
286689.466,9045243.177,0.00598,0.00274,0.00657
286899.906,9044771.397,0.00654,0.00278,0.00711
286700.234,9044360.140,0.00729,0.00330,0.00800
286934.675,9043910.580,0.00919,0.00410,0.01006
287358.924,9043900.423,0.00960,0.00359,0.01025
287623.148,9043522.850,0.01072,0.00345,0.01127
288073.509,9043589.463,0.01178,0.00196,0.01194
288356.700,9043320.213,0.01339,0.00133,0.01345
288764.534,9043458.993,0.01398,-0.00104,0.01402
289045.916,9043264.407,0.01474,-0.00156,0.01482
288980.540,9042923.433,0.01541,0.00009,0.01541
289288.071,9042724.190,0.01663,0.00032,0.01663
289186.409,9042331.723,0.01637,0.00184,0.01648
289427.674,9042115.087,0.01729,0.00164,0.01737
289461.735,9041756.797,0.01719,0.00156,0.01726
289853.758,9041657.933,0.01760,0.00260,0.01779
290020.747,9041328.697,0.01787,0.00215,0.01800
290375.357,9041322.960,0.01779,0.00277,0.01801
290592.761,9041065.543,0.01816,0.00252,0.01833
290966.048,9041169.900,0.01824,0.00289,0.01846
291196.797,9040937.543,0.01820,0.00277,0.01841
291083.708,9040595.777,0.01756,0.00261,0.01775
291306.657,9040374.153,0.01762,0.00235,0.01778
291252.871,9040044.690,0.01679,0.00109,0.01682
291582.541,9039907.173,0.01710,0.00058,0.01711
291668.542,9039592.347,0.01614,-0.00011,0.01614
291392.482,9039397.217,0.01545,-0.00016,0.01545
291398.683,9039038.363,0.01473,-0.00018,0.01474
291641.896,9038803.227,0.01443,-0.00125,0.01449
291517.562,9038371.900,0.01459,-0.00076,0.01461
291776.551,9038096.433,0.01496,-0.00120,0.01501
292058.793,9038269.057,0.01542,-0.00209,0.01556
292314.167,9038113.907,0.01537,-0.00190,0.01548
292453.441,9037719.163,0.01607,-0.00137,0.01613
292281.146,9037404.893,0.01606,-0.00015,0.01606
292351.680,9036962.077,0.01619,0.00014,0.01619
292608.839,9036784.920,0.01637,-0.00077,0.01639
292683.102,9036369.130,0.01711,-0.00069,0.01712
292514.293,9036112.653,0.01746,-0.00028,0.01746
292699.235,9035740.323,0.01415,-0.00070,0.01417
292505.316,9035463.947,0.01286,0.00038,0.01287
292697.956,9035092.570,0.00737,-0.00062,0.00740
293028.890,9035072.170,0.00646,-0.00286,0.00706
293294.987,9034888.107,0.00324,-0.00440,0.00547
293304.858,9034610.853,-0.00086,-0.00413,0.00422
293073.227,9034307.910,-0.00575,-0.00355,0.00676
293259.693,9033983.147,-0.00733,-0.00117,0.00742
293249.044,9033614.183,-0.00974,0.00198,0.00994
293519.231,9033392.037,-0.00967,0.00517,0.01097
293584.683,9033060.900,-0.01046,0.00885,0.01371
293402.777,9032833.503,-0.00951,0.00934,0.01333
293529.551,9032502.983,-0.00751,0.01240,0.01450
293391.206,9032255.763,-0.00532,0.01269,0.01376
293561.433,9031945.720,-0.00116,0.01536,0.01541
293839.978,9031961.933,-0.00170,0.01837,0.01845
294023.194,9031749.900,0.00106,0.01992,0.01995
293978.561,9031427.810,0.00551,0.02011,0.02085
294231.819,9031272.357,0.00824,0.02259,0.02404
294267.867,9030993.890,0.01221,0.02253,0.02562
294088.712,9030788.673,0.01513,0.02272,0.02730
294193.430,9030529.263,0.01887,0.02332,0.02999
294046.645,9030315.670,0.02178,0.02290,0.03160
294149.773,9030092.583,0.02470,0.02363,0.03418
294015.275,9029880.040,0.02726,0.02326,0.03583
294124.223,9029680.213,0.02999,0.02422,0.03855
294007.928,9029471.813,0.03205,0.02434,0.04025
294140.632,9029311.060,0.03289,0.02431,0.04090
294081.154,9029136.347,0.03354,0.02442,0.04148
293908.846,9029028.443,0.03424,0.02499,0.04239
293946.462,9028828.357,0.03393,0.02377,0.04143
293838.240,9028684.623,0.03465,0.02393,0.04211
293910.532,9028520.023,0.03217,0.01991,0.03784
293809.148,9028399.010,0.03279,0.02055,0.03870
293853.434,9028266.167,0.02793,0.01838,0.03344
293738.787,9028166.887,0.02991,0.01982,0.03589
293778.423,9028058.000,0.02728,0.02099,0.03442
293704.752,9027976.183,0.02497,0.02310,0.03401
293578.840,9027969.117,0.02086,0.01319,0.02468
293530.357,9027870.377,0.02409,0.01518,0.02848
293404.461,9027832.827,0.02639,0.01584,0.03078
293385.162,9027722.493,0.02993,0.01399,0.03303
293291.300,9027658.613,0.03255,0.01259,0.03491
293174.570,9027681.730,0.03978,0.02052,0.04476
293096.944,9027595.560,0.03375,0.02463,0.04178
293142.935,9027516.540,0.02317,0.01246,0.02631
293088.129,9027457.610,0.03152,0.01119,0.03345
292995.066,9027435.127,0.02330,0.05253,0.05747
292988.850,9027333.160,0.01359,0.06224,0.06371
292915.499,9027257.533,0.02257,0.04650,0.05169
292948.404,9027139.287,0.00468,0.04768,0.04791
292874.799,9027051.127,0.02289,0.03667,0.04323
292919.621,9026936.473,0.00655,0.04802,0.04847
292834.166,9026837.047,0.02332,0.03402,0.04125
292872.482,9026738.047,0.01279,0.03701,0.03916
292824.387,9026620.843,0.01409,0.02965,0.03282
292739.876,9026575.007,0.01989,0.02606,0.03279
292737.512,9026438.947,0.01663,0.02919,0.03360
292628.235,9026406.913,0.03422,0.01732,0.03836
292600.739,9026302.240,0.02752,0.01939,0.03366
224614.900,9103962.100,0.07206,-0.06274,0.09555
224742.333,9103935.033,0.06541,-0.04386,0.07875
224818.765,9104024.667,0.03511,-0.01565,0.03844
224911.652,9104022.610,0.03335,-0.00367,0.03355
224973.264,9103940.657,0.02707,-0.00611,0.02775
225069.673,9103977.067,0.02542,-0.00436,0.02579
225161.012,9103936.610,0.01653,-0.00211,0.01666
224141.533,9104005.433,0.02931,-0.05147,0.05922
224224.500,9104044.367,0.02533,-0.04796,0.05424
224342.500,9103996.567,0.04642,-0.05500,0.07197
224042.300,9104043.733,0.01935,-0.02196,0.02927
224371.143,9104095.307,0.04322,-0.06342,0.07675
224441.343,9104139.440,0.05044,-0.07024,0.08648
224530.967,9104113.833,0.05880,-0.08275,0.10152
224604.733,9104064.267,0.06124,-0.06436,0.08884
225244.215,9104012.980,0.01519,-0.00143,0.01526
225332.238,9104015.747,0.01469,-0.00218,0.01485
225376.816,9103959.030,0.01227,-0.00347,0.01275
225464.014,9103978.103,0.01457,-0.00355,0.01500
225512.649,9103915.263,0.01516,-0.00197,0.01529
225587.905,9103920.457,0.02271,-0.00399,0.02306
225592.138,9103984.133,0.03103,-0.01363,0.03389
225637.353,9103998.627,0.03391,-0.00819,0.03488
225702.439,9103986.827,0.03481,-0.00429,0.03507
226371.554,9104660.443,0.04643,-0.01494,0.04877
226307.815,9104679.917,0.04621,-0.01337,0.04811
226280.711,9104719.323,0.05135,-0.00746,0.05189
226208.282,9104710.663,0.05082,-0.00963,0.05172
226172.865,9104744.583,0.05996,0.00238,0.06001
226103.127,9104715.573,0.06257,0.00984,0.06334
226060.706,9104741.200,0.05908,-0.00122,0.05910
226074.174,9104808.050,0.05044,0.00083,0.05044
226017.340,9104835.873,0.04679,0.00042,0.04679
225952.818,9104798.907,0.04961,-0.00062,0.04961
225894.716,9104833.017,0.04704,0.00147,0.04707
225830.870,9104800.757,0.04521,0.00281,0.04530
225766.980,9104831.107,0.04389,0.00350,0.04403
225772.610,9104906.283,0.04162,0.00283,0.04172
225701.213,9104938.520,0.04018,0.00377,0.04035
225694.835,9105023.947,0.03687,0.00359,0.03704
225598.904,9105056.487,0.03442,0.00393,0.03464
225578.364,9105151.467,0.03184,0.00352,0.03203
225472.243,9105185.573,0.02923,0.00311,0.02939
225461.890,9105294.497,0.02791,0.00083,0.02792
225356.480,9105334.613,0.02527,-0.00130,0.02531
225359.666,9105459.303,0.02359,-0.00584,0.02430
225246.832,9105506.080,0.02061,-0.00762,0.02197
225236.623,9105641.653,0.01948,-0.01138,0.02256
225098.383,9105693.130,0.01627,-0.01151,0.01993
225052.939,9105839.840,0.01589,-0.01325,0.02069
224893.021,9105900.903,0.01326,-0.01287,0.01847
224796.411,9105800.293,0.01290,-0.01258,0.01802
224641.401,9105839.120,0.01041,-0.01160,0.01558
224576.294,9105997.380,0.00929,-0.01185,0.01506
224416.848,9106019.947,0.00686,-0.01019,0.01228
224336.642,9106179.117,0.00490,-0.00983,0.01099
224164.556,9106183.343,0.00354,-0.00800,0.00875
224065.168,9106332.963,-0.00019,-0.00799,0.00799
224141.940,9106494.640,-0.00023,-0.00970,0.00970
224028.383,9106647.120,-0.00469,-0.01104,0.01200
224104.570,9106819.497,-0.00477,-0.01327,0.01410
223983.106,9106971.520,-0.00938,-0.01272,0.01580
223779.174,9106934.773,-0.00970,-0.00918,0.01336
223645.573,9107069.057,-0.01446,-0.00748,0.01628
223718.754,9107256.673,-0.01666,-0.01060,0.01975
223577.349,9107389.850,-0.02175,-0.01358,0.02564
223362.216,9107319.560,-0.02166,-0.00668,0.02267
223213.659,9107436.470,-0.02405,-0.00784,0.02529
223272.509,9107639.680,-0.01994,-0.01245,0.02351
223110.018,9107756.640,-0.01587,-0.00817,0.01785
223146.273,9107968.660,-0.00942,-0.00657,0.01149
222965.167,9108085.637,-0.00727,-0.00270,0.00775
222763.187,9107977.777,-0.00893,-0.00020,0.00893
222583.026,9108080.183,-0.00689,0.00336,0.00767
222585.105,9108308.290,0.00082,0.00536,0.00542
222393.871,9108384.733,0.00088,0.00907,0.00912
222323.364,9108553.923,0.00607,0.01221,0.01364
222391.534,9108718.127,0.00864,0.00611,0.01058
222186.266,9108839.870,0.00718,0.01430,0.01600
222200.037,9109022.243,0.01511,0.00493,0.01590
222010.783,9109138.480,0.01757,0.00872,0.01962
222053.354,9109362.053,0.04555,-0.00663,0.04603
221875.150,9109479.840,0.04756,0.00624,0.04797
221894.110,9109693.400,0.11021,0.00924,0.11059
221712.786,9109791.603,0.12619,0.03680,0.13145
221712.563,9110000.897,0.12289,0.04049,0.12939
221543.670,9110078.730,0.14550,0.08638,0.16920
221519.118,9110272.070,0.14364,0.06470,0.15754
221341.699,9110291.307,0.17407,0.12360,0.21349
221289.309,9110447.977,0.20614,0.07685,0.22000
221140.353,9110477.447,0.19627,0.10986,0.22492
221096.029,9110673.513,0.15628,0.07621,0.17387
220970.490,9110709.400,0.14406,0.08534,0.16744
220903.717,9110842.353,0.11173,0.04327,0.11982
220919.905,9110983.360,0.04710,0.02260,0.05224
220808.146,9111077.410,-0.01387,-0.01081,0.01759
220779.152,9111215.373,-0.01273,-0.00820,0.01515
220649.938,9111263.803,-0.04367,-0.01884,0.04756
220582.444,9111386.233,-0.04084,-0.02829,0.04968
220440.629,9111395.530,-0.07278,-0.04236,0.08421
220345.171,9111500.083,-0.08489,-0.03688,0.09255
220197.682,9111464.133,-0.10290,-0.03282,0.10801
220084.175,9111534.887,-0.08316,0.03429,0.08995
219936.644,9111459.033,-0.06439,0.13546,0.14998
219786.287,9111498.340,0.00820,0.19424,0.19441
219808.862,9111637.780,0.01841,0.19634,0.19720
219680.586,9111727.710,0.07038,0.21903,0.23006
219485.339,9111674.303,0.08489,0.21423,0.23044
219360.663,9111842.107,0.08668,0.21093,0.22805
219137.479,9111828.173,0.07341,0.21311,0.22540
218983.726,9112030.517,0.06054,0.18526,0.19490
218755.838,9112028.337,0.04646,0.16975,0.17599
218575.067,9112212.210,0.02700,0.13085,0.13360
218357.573,9112110.583,0.01879,0.10972,0.11132
218162.512,9112232.940,-0.00369,0.07087,0.07097
217937.646,9112127.263,-0.01484,0.07618,0.07762
217708.505,9112304.043,-0.01905,0.06666,0.06933
217459.047,9112224.377,-0.02587,0.07162,0.07615
217213.980,9112385.020,-0.01942,0.04894,0.05266
217225.329,9112624.203,-0.01223,0.03894,0.04081
216975.854,9112794.280,-0.00218,0.01841,0.01854
216728.430,9112651.950,-0.01289,-0.01252,0.01797
216527.147,9112749.523,0.00053,-0.00145,0.00154
229567.332,9042254.840,0.00014,-0.00003,0.00014
229070.632,9042365.087,0.00889,-0.00198,0.00911
228844.262,9042648.347,0.00607,-0.00375,0.00713
228958.210,9043121.167,0.00489,-0.00349,0.00601
228459.295,9043291.210,0.00315,-0.00470,0.00566
228244.501,9043659.837,0.00737,-0.00503,0.00893
228524.891,9044108.013,0.01104,-0.00777,0.01350
228179.922,9044564.283,0.00946,-0.00663,0.01155
228406.725,9045104.840,0.00553,-0.00546,0.00777
228126.686,9045679.063,0.00190,-0.00279,0.00338
228563.438,9046342.430,-0.00091,0.00141,0.00168
228377.630,9047043.323,-0.00865,0.00469,0.00984
228808.395,9047792.967,-0.01420,0.00804,0.01632
228436.648,9048539.030,-0.01652,0.00788,0.01831
228846.421,9049302.093,-0.01593,0.00616,0.01708
228452.291,9050023.190,-0.01596,0.00607,0.01708
228881.014,9050842.590,-0.01489,0.00599,0.01605
228357.740,9051661.073,-0.01600,0.00554,0.01693
228803.306,9052573.297,-0.01520,0.00748,0.01694
228222.907,9053471.550,-0.01910,0.00896,0.02110
228572.275,9054505.687,-0.02197,0.01185,0.02496
229571.416,9054653.883,-0.02602,0.01297,0.02907
229745.742,9055864.100,-0.02812,0.01483,0.03179
230750.366,9056150.277,-0.03181,0.01771,0.03641
230777.889,9057483.237,-0.02981,0.01695,0.03430
231662.700,9058064.163,-0.03333,0.02194,0.03990
232631.787,9057474.363,-0.03236,0.02219,0.03924
233537.831,9058186.707,-0.03459,0.02597,0.04326
233590.960,9059356.843,-0.03166,0.02241,0.03878
234634.425,9059759.307,-0.02746,0.02138,0.03480
235543.617,9058921.380,-0.02437,0.01961,0.03128
236585.929,9059297.197,-0.02239,0.01878,0.02922
236797.306,9060397.987,-0.02398,0.01706,0.02943
237940.228,9060838.053,-0.02354,0.01467,0.02774
238109.642,9061926.003,-0.02119,0.01107,0.02390
239025.161,9062449.303,-0.01807,0.00469,0.01867
240006.130,9061913.300,-0.01547,0.00497,0.01625
240815.672,9062433.743,-0.01503,0.00403,0.01556
241900.764,9061910.443,-0.01326,0.00469,0.01407
242529.142,9062507.240,-0.01214,0.00396,0.01277
243518.179,9062507.887,-0.00969,0.00643,0.01163
244223.543,9061911.090,-0.00853,0.00738,0.01128
245294.586,9062472.733,-0.00729,0.01100,0.01319
246163.489,9061951.643,-0.00466,0.01176,0.01265
247178.542,9062482.790,-0.00341,0.01369,0.01411
248108.110,9061921.147,-0.00262,0.01307,0.01333
247947.012,9060811.380,-0.00261,0.01435,0.01459
248804.362,9060221.697,-0.00403,0.01078,0.01151
249951.019,9060800.317,-0.00371,0.01257,0.01311
250790.036,9060114.967,-0.00327,0.01254,0.01296
251898.620,9060495.460,-0.00396,0.01000,0.01075
252710.623,9059613.627,-0.00193,0.00824,0.00847
253801.869,9059874.607,-0.00180,0.00408,0.00446
254614.277,9058979.143,-0.00103,0.00361,0.00375
255696.867,9059221.423,0.00037,0.00056,0.00067
256494.601,9058288.713,-0.00060,-0.00105,0.00121
257552.653,9058486.360,0.00185,-0.00555,0.00585
258310.736,9057481.200,0.00171,-0.00700,0.00721
259335.922,9057608.693,0.00307,-0.00847,0.00901
259850.850,9058577.947,0.00393,-0.00974,0.01050
261021.334,9058533.770,0.00542,-0.01002,0.01139
261523.704,9057657.063,0.00226,-0.01185,0.01206
262665.770,9057645.063,0.00337,-0.00688,0.00766
263220.521,9056680.780,0.00176,-0.01021,0.01036
264277.529,9056617.557,0.00247,-0.00654,0.00699
264933.755,9057446.737,0.01187,-0.00684,0.01370
266020.981,9057270.890,0.01698,-0.00625,0.01809
266337.759,9056396.817,0.01493,-0.00392,0.01544
267357.016,9056301.347,0.01622,-0.00195,0.01634
267701.996,9055520.070,0.01333,-0.00154,0.01342
268669.715,9055460.257,0.01466,0.00085,0.01469
268949.626,9054611.107,0.01142,0.00015,0.01142
269864.177,9054473.980,0.01223,0.00012,0.01223
270479.720,9055215.797,0.01249,0.00068,0.01251
271352.475,9055124.183,0.01270,0.00050,0.01271
271785.910,9055876.707,0.00871,0.00145,0.00883
272471.206,9055893.773,0.00882,0.00060,0.00884
273050.210,9055463.420,0.00938,0.00009,0.00938
273673.207,9055909.740,0.01158,-0.00086,0.01161
274170.457,9055929.533,0.01275,-0.00069,0.01277
274454.505,9055657.100,0.01320,-0.00022,0.01321
274496.859,9055123.367,0.01275,-0.00036,0.01276
275068.298,9055107.333,0.01334,-0.00008,0.01334
275335.120,9054795.990,0.01447,0.00049,0.01448
275350.157,9054220.850,0.01274,-0.00001,0.01274
275971.264,9053991.183,0.01358,-0.00053,0.01359
276256.172,9053340.213,0.01389,-0.00056,0.01390
276819.664,9053305.733,0.01382,-0.00007,0.01382
277206.537,9053044.467,0.01415,0.00039,0.01415
277269.155,9052471.873,0.01145,0.00006,0.01145
277798.487,9052427.870,0.01182,0.00038,0.01183
278054.974,9052038.577,0.01024,0.00051,0.01026
278487.255,9052261.460,0.01215,0.00081,0.01218
278849.985,9051974.783,0.01280,0.00176,0.01292
279189.083,9052245.803,0.01347,-0.00002,0.01347
279659.059,9052070.030,0.01507,-0.00133,0.01512
279689.915,9051514.723,0.01226,-0.00085,0.01229
280076.877,9051269.827,0.01336,-0.00260,0.01361
280572.436,9051411.560,0.01432,-0.00349,0.01474
280776.816,9051865.773,0.01655,-0.00539,0.01741
281341.544,9051830.973,0.01750,-0.00648,0.01866
281614.303,9051309.663,0.01533,-0.00700,0.01685
282133.845,9051230.107,0.01666,-0.00716,0.01813
282480.368,9051602.953,0.01799,-0.00743,0.01947
283036.051,9051455.923,0.01901,-0.00716,0.02031
283192.317,9051024.030,0.01738,-0.00627,0.01848
283724.390,9050918.663,0.01795,-0.00627,0.01902
283904.900,9050476.737,0.01631,-0.00571,0.01728
284443.035,9050378.883,0.01879,-0.00540,0.01955
284614.371,9049922.930,0.01683,-0.00562,0.01775
285117.468,9049801.760,0.01836,-0.00609,0.01934
285255.774,9049368.040,0.01577,-0.00549,0.01670
285749.228,9049241.467,0.01539,-0.00515,0.01623
285836.842,9048817.273,0.01381,-0.00414,0.01442
286297.539,9048655.830,0.01461,-0.00435,0.01524
286377.289,9048233.403,0.01282,-0.00412,0.01346
285938.745,9047983.263,0.01180,-0.00236,0.01203
286019.824,9047565.537,0.00991,-0.00225,0.01016
285598.644,9047288.133,0.00676,0.00117,0.00686
286541.301,9047386.137,0.01119,-0.00290,0.01156
286624.385,9046963.857,0.00973,-0.00263,0.01008
287099.912,9046799.007,0.01104,-0.00360,0.01161
287179.369,9046377.760,0.00967,-0.00333,0.01023
287602.162,9046220.877,0.01025,-0.00416,0.01106
287681.501,9045806.037,0.00924,-0.00375,0.00997
287394.730,9045505.500,0.00801,-0.00148,0.00815
287546.427,9045076.017,0.00841,-0.00167,0.00858
287328.732,9044718.650,0.00811,0.00112,0.00818
287553.308,9044297.237,0.00974,0.00129,0.00982
287956.106,9044288.733,0.01066,-0.00047,0.01067
288212.083,9043958.533,0.01207,-0.00049,0.01208
288594.177,9044028.327,0.01290,-0.00238,0.01312
288863.437,9043798.037,0.01366,-0.00293,0.01397
289203.182,9043927.637,0.01574,-0.00358,0.01614
289461.126,9043750.437,0.01685,-0.00311,0.01713
289402.763,9043426.250,0.01652,-0.00251,0.01671
289645.631,9043230.800,0.01631,-0.00156,0.01638
289596.315,9042869.713,0.01683,-0.00052,0.01684
289896.929,9042717.450,0.01691,0.00036,0.01691
289987.874,9042439.857,0.01729,0.00081,0.01731
289799.827,9042207.017,0.01708,0.00162,0.01715
290010.732,9041913.010,0.01731,0.00185,0.01741
290338.886,9041914.170,0.01692,0.00208,0.01705
290536.521,9041653.357,0.01755,0.00236,0.01771
290856.604,9041703.740,0.01704,0.00233,0.01720
291068.727,9041477.700,0.01781,0.00239,0.01797
291369.794,9041546.967,0.01694,0.00193,0.01705
291588.682,9041313.923,0.01767,0.00180,0.01776
291518.363,9041012.300,0.01822,0.00262,0.01841
291750.321,9040738.103,0.01870,0.00240,0.01886
291651.704,9040441.723,0.01808,0.00273,0.01829
291822.252,9040146.163,0.01728,0.00169,0.01736
292128.104,9040105.150,0.01738,0.00172,0.01747
292270.535,9039795.017,0.01671,0.00049,0.01672
292050.684,9039521.203,0.01633,-0.00034,0.01633
292175.488,9039243.050,0.01630,-0.00103,0.01633
291984.834,9038917.830,0.01510,-0.00159,0.01518
292142.742,9038659.127,0.01517,-0.00225,0.01533
292449.706,9038700.600,0.01584,-0.00241,0.01602
292547.428,9038393.337,0.01608,-0.00223,0.01623
292849.130,9038331.077,0.01669,-0.00172,0.01678
292945.284,9038027.607,0.01681,-0.00184,0.01691
292782.855,9037695.123,0.01677,-0.00189,0.01688
293032.868,9037443.857,0.01751,-0.00224,0.01766
293089.228,9037148.453,0.01769,-0.00246,0.01786
292924.079,9036908.293,0.01659,-0.00199,0.01671
293199.102,9036604.123,0.01628,-0.00364,0.01668
293091.209,9036326.623,0.01609,-0.00250,0.01629
293301.212,9036088.490,0.01490,-0.00395,0.01542
293220.071,9035812.777,0.01468,-0.00363,0.01512
292999.009,9035644.383,0.01340,-0.00203,0.01355
293136.023,9035347.607,0.01015,-0.00279,0.01052
293455.304,9035379.443,0.00954,-0.00502,0.01078
293579.378,9035141.270,0.00601,-0.00541,0.00808
293846.078,9035143.097,0.00655,-0.00654,0.00925
293964.770,9034868.403,0.00205,-0.00897,0.00921
293859.267,9034565.187,-0.00141,-0.00679,0.00693
293590.582,9034452.217,-0.00374,-0.00620,0.00724
293545.841,9034090.190,-0.00567,-0.00231,0.00613
293757.746,9033882.023,-0.00474,0.00013,0.00474
293741.785,9033552.833,-0.00809,0.00364,0.00887
293964.965,9033349.480,-0.00689,0.00701,0.00983
293870.579,9033036.247,-0.00901,0.01037,0.01374
293987.721,9032811.757,-0.00870,0.01310,0.01573
293828.599,9032505.890,-0.00652,0.01487,0.01624
293968.799,9032274.883,-0.00475,0.01721,0.01786
294219.335,9032343.790,-0.00525,0.01808,0.01883
294365.635,9032152.090,-0.00334,0.02024,0.02051
294298.315,9031871.150,-0.00027,0.02038,0.02038
294487.044,9031713.543,0.00182,0.02196,0.02203
294465.181,9031436.840,0.00547,0.02226,0.02293
294686.615,9031316.887,0.00685,0.02230,0.02333
294715.327,9031076.440,0.01015,0.02207,0.02429
294529.941,9030917.927,0.01283,0.02286,0.02621
294600.029,9030687.150,0.01611,0.02291,0.02801
294442.673,9030503.703,0.01879,0.02358,0.03015
294525.900,9030282.653,0.02156,0.02347,0.03186
294379.786,9030085.127,0.02407,0.02382,0.03386
294467.076,9029881.430,0.02629,0.02353,0.03528
294346.013,9029689.060,0.02903,0.02366,0.03745
294468.731,9029516.883,0.02994,0.02253,0.03747
294379.647,9029347.283,0.03204,0.02279,0.03932
