x,y,u,v,mag
221433.286,9117925.037,0.00327,0.00808,0.00872
221251.116,9118150.840,0.00091,0.00864,0.00868
220925.936,9118033.763,0.00406,0.01084,0.01158
220742.910,9118261.143,0.00116,0.01211,0.01216
220419.624,9118200.173,0.00297,0.01420,0.01451
220234.003,9118474.910,-0.00171,0.01577,0.01586
219912.661,9118461.303,-0.00260,0.01875,0.01893
219730.239,9118729.080,-0.00574,0.01975,0.02057
219418.343,9118667.453,-0.00534,0.02223,0.02286
219241.987,9118887.150,-0.00709,0.02186,0.02298
218937.189,9118796.233,-0.00835,0.02821,0.02942
218760.398,9119026.163,-0.00884,0.02639,0.02783
218456.217,9118970.643,-0.00979,0.02414,0.02605
218279.469,9119215.947,-0.01086,0.02354,0.02592
218410.524,9119497.907,-0.01078,0.02515,0.02736
218245.515,9119742.140,-0.01115,0.02644,0.02869
217942.506,9119692.773,-0.01016,0.02419,0.02624
217786.880,9119923.687,-0.00848,0.02410,0.02555
217484.590,9119869.473,-0.00684,0.02331,0.02429
217337.697,9120100.437,-0.00589,0.02207,0.02285
217031.792,9120036.427,-0.00528,0.01898,0.01970
216897.693,9120262.883,-0.00533,0.01676,0.01759
216614.591,9120273.927,-0.00540,0.01200,0.01316
216513.455,9120583.870,-0.00210,0.00816,0.00843
216677.555,9120786.253,-0.00341,0.01428,0.01468
216237.152,9120616.413,0.00199,0.00482,0.00521
216123.811,9120856.300,0.00052,0.00436,0.00439
216264.000,9121124.857,0.00077,0.00658,0.00663
216109.731,9121349.403,-0.00059,0.00523,0.00527
216205.630,9121590.217,0.00159,0.00692,0.00710
216075.820,9121758.020,0.00043,0.00516,0.00518
216187.885,9121979.600,0.00268,0.01481,0.01505
216043.601,9122171.030,-0.00224,0.00881,0.00909
236484.606,9034560.563,0.01003,0.02200,0.02418
236820.205,9034865.530,-0.02425,0.03258,0.04061
237242.379,9034707.013,0.00641,0.03062,0.03128
237561.583,9035113.317,0.00412,0.04030,0.04051
238019.299,9034887.490,0.00002,0.03646,0.03646
238333.364,9035202.283,-0.00612,0.03665,0.03716
238832.584,9034864.343,-0.00496,0.02848,0.02891
239132.440,9035251.210,-0.00795,0.02847,0.02956
239685.229,9035037.887,-0.00497,0.02725,0.02770
239933.354,9034358.703,-0.00535,0.02298,0.02359
240544.680,9034177.303,-0.00755,0.02085,0.02218
240936.410,9034731.123,-0.00612,0.01813,0.01914
241577.460,9034529.937,-0.00688,0.01326,0.01493
241972.709,9035075.323,-0.00664,0.01250,0.01416
242618.630,9034796.393,-0.00845,0.01163,0.01438
242809.458,9033925.867,-0.00893,0.01014,0.01351
243391.761,9033643.107,-0.00995,0.01289,0.01629
243465.586,9032911.743,-0.00706,0.01225,0.01414
244004.385,9032613.837,-0.00827,0.01237,0.01488
244577.198,9033062.413,-0.00903,0.01157,0.01468
245257.162,9032669.097,-0.00945,0.01211,0.01536
245895.383,9033293.303,-0.00767,0.01140,0.01374
246600.041,9033041.820,-0.00737,0.01163,0.01376
246989.272,9032191.760,-0.00795,0.01167,0.01412
246719.149,9031430.950,-0.00914,0.01311,0.01598
247420.875,9030691.227,-0.00848,0.01277,0.01533
247176.865,9029899.503,-0.00945,0.01287,0.01597
248345.030,9030898.357,-0.00706,0.01094,0.01302
249026.416,9030281.143,-0.00709,0.01117,0.01323
249913.366,9030732.043,-0.00675,0.01103,0.01293
250562.553,9030216.323,-0.00648,0.01103,0.01279
251438.911,9030819.313,-0.00610,0.01096,0.01255
252105.429,9030269.737,-0.00578,0.01102,0.01244
252979.305,9030824.797,-0.00617,0.01184,0.01335
253686.964,9030274.247,-0.00620,0.01171,0.01325
253507.988,9029160.890,-0.00542,0.01162,0.01282
254245.841,9028598.273,-0.00487,0.01138,0.01237
255176.896,9029246.837,-0.00481,0.01169,0.01264
255939.156,9028666.720,-0.00456,0.01138,0.01226
256996.743,9029088.720,-0.00480,0.01143,0.01240
257907.807,9028236.683,-0.00423,0.01143,0.01219
259092.282,9028416.643,-0.00417,0.01047,0.01127
259993.328,9027545.640,-0.00355,0.01031,0.01090
261225.886,9027718.447,-0.00378,0.01008,0.01077
261994.900,9026738.563,-0.00324,0.00983,0.01035
263132.535,9026770.790,-0.00337,0.00935,0.00994
263731.839,9025693.067,-0.00278,0.00917,0.00958
264818.548,9025771.797,-0.00280,0.00899,0.00942
265469.663,9024906.830,-0.00220,0.00896,0.00922
266595.734,9025313.243,-0.00218,0.00904,0.00929
267381.321,9024711.537,-0.00163,0.00933,0.00947
268519.032,9025281.120,-0.00198,0.00935,0.00956
269357.781,9024699.073,-0.00174,0.00895,0.00912
270527.127,9025309.830,-0.00169,0.00804,0.00822
271389.611,9024709.573,-0.00148,0.00811,0.00825
272580.567,9025113.430,-0.00168,0.00706,0.00726
272860.819,9026256.610,-0.00079,0.00789,0.00793
273966.344,9026555.923,0.00035,0.00515,0.00516
274409.613,9027711.820,0.00004,0.00570,0.00570
275674.840,9028014.217,-0.00194,-0.00016,0.00194
276216.672,9027271.577,-0.00109,0.00316,0.00335
277395.357,9027618.567,0.00147,0.00290,0.00325
277818.545,9026783.607,0.00038,0.00302,0.00304
278878.019,9026740.723,0.00239,-0.00234,0.00334
279577.982,9027511.203,0.00564,-0.00194,0.00596
280588.772,9027262.323,0.00609,-0.00672,0.00907
281237.819,9027997.767,0.00971,-0.00766,0.01237
282192.913,9027812.327,0.00608,-0.01460,0.01582
282513.983,9027001.880,0.00400,-0.01560,0.01610
283372.859,9026866.123,0.00690,-0.01334,0.01502
283647.859,9026126.957,0.00929,-0.01104,0.01443
284429.876,9025947.247,0.01143,-0.01162,0.01630
284892.701,9026433.027,0.00973,-0.00735,0.01219
285584.261,9026317.160,0.01030,-0.00785,0.01295
285856.640,9025814.907,0.01109,-0.00989,0.01486
286421.406,9025762.503,0.01195,-0.00847,0.01465
286563.518,9025213.060,0.01376,-0.00582,0.01494
286959.533,9025063.100,0.01554,-0.00365,0.01596
287053.735,9024615.950,0.01538,-0.00116,0.01543
287393.940,9024553.227,0.01637,-0.00036,0.01637
287646.047,9024857.437,0.01686,0.00329,0.01718
287952.250,9024807.950,0.01851,0.00447,0.01905
288013.663,9024530.967,0.01708,0.00585,0.01805
288287.049,9024521.993,0.01807,0.00863,0.02003
288351.298,9024279.027,0.01557,0.01161,0.01942
288205.932,9024056.287,0.01382,0.00675,0.01538
288310.354,9023825.907,0.01248,0.00948,0.01567
288515.202,9023833.423,0.01140,0.01160,0.01627
288614.127,9023629.410,0.00988,0.01234,0.01580
288794.647,9023677.977,0.00740,0.01116,0.01339
288888.383,9023555.483,0.00956,0.01377,0.01676
288913.835,9023381.323,0.00947,0.01458,0.01739
289064.672,9023346.013,0.00428,0.01360,0.01426
289165.435,9023233.800,0.00160,0.01633,0.01640
289291.909,9023286.153,-0.00056,0.02706,0.02707
289380.035,9023240.647,-0.00494,0.01807,0.01874
229656.932,9100118.527,0.01534,-0.00039,0.01535
229448.695,9100290.360,0.01599,0.00682,0.01739
229515.817,9100526.430,0.01019,0.00552,0.01159
229578.621,9099849.230,0.00451,0.00510,0.00681
229344.138,9100721.687,0.00954,0.00423,0.01043
229106.101,9100704.323,0.00921,0.00344,0.00983
229006.052,9100961.187,0.00558,0.00144,0.00576
229169.080,9101219.357,0.00287,0.00099,0.00304
229112.384,9101485.917,-0.00325,-0.00252,0.00411
228895.911,9101513.553,-0.00326,-0.00133,0.00353
228856.584,9101770.363,-0.01016,-0.00830,0.01312
229010.621,9102010.320,-0.01144,-0.00967,0.01498
228874.265,9102195.130,-0.01326,-0.00773,0.01535
228896.201,9102405.807,-0.01625,-0.00620,0.01739
229111.398,9102537.477,-0.01527,-0.00722,0.01689
229042.255,9102783.340,-0.01591,-0.00566,0.01689
229199.797,9102949.660,-0.01249,-0.00810,0.01488
229112.433,9103164.420,-0.01073,-0.00678,0.01270
229253.177,9103360.957,-0.00649,-0.01040,0.01226
229126.003,9103529.663,-0.00305,-0.00821,0.00876
229133.702,9103724.543,0.00215,-0.00954,0.00978
229278.263,9103865.300,0.00602,-0.01435,0.01557
229193.137,9104109.177,0.01144,-0.01257,0.01700
228994.383,9104131.167,0.01208,-0.00488,0.01303
228911.510,9104308.033,0.01579,-0.00176,0.01589
229000.973,9104497.623,0.01742,-0.00261,0.01761
228884.424,9104656.847,0.02166,0.00116,0.02169
228929.360,9104864.543,0.02704,-0.00193,0.02711
228780.825,9105002.720,0.02829,-0.00264,0.02841
228769.316,9105208.007,0.03275,-0.00340,0.03292
228891.146,9105354.510,0.03123,-0.00267,0.03135
228819.168,9105597.870,0.02852,-0.00285,0.02866
228916.721,9105788.810,0.02733,-0.00389,0.02760
228819.167,9106018.553,0.02466,-0.00604,0.02539
228892.995,9106226.467,0.02329,-0.00704,0.02433
228751.435,9106448.673,0.02052,-0.00842,0.02218
228809.654,9106669.700,0.02206,-0.00718,0.02320
229028.923,9106671.220,0.02247,-0.00730,0.02362
229144.423,9106882.847,0.02300,-0.00635,0.02386
229405.375,9106870.267,0.02297,-0.00609,0.02377
229546.109,9107076.190,0.02155,-0.00493,0.02211
229414.133,9107311.403,0.02038,-0.00478,0.02094
229504.619,9107494.777,0.01887,-0.00429,0.01935
229442.898,9107740.087,0.01750,-0.00432,0.01803
229267.658,9107898.230,0.01726,-0.00530,0.01806
229308.401,9108214.840,0.01543,-0.00480,0.01616
229092.062,9108414.557,0.01445,-0.00586,0.01559
229172.228,9108717.857,0.01253,-0.00463,0.01335
228991.313,9108922.247,0.01118,-0.00525,0.01235
229098.311,9109233.197,0.00971,-0.00404,0.01052
228880.607,9109417.783,0.00904,-0.00506,0.01036
228926.290,9109729.640,0.00767,-0.00425,0.00876
228689.767,9109899.750,0.00764,-0.00590,0.00965
228729.662,9110235.937,0.00598,-0.00467,0.00759
228478.297,9110398.067,0.00564,-0.00569,0.00801
228497.072,9110740.087,0.00335,-0.00423,0.00539
228231.241,9110892.350,0.00262,-0.00512,0.00575
228232.000,9111237.760,0.00090,-0.00446,0.00455
227955.236,9111380.380,0.00017,-0.00650,0.00650
227940.707,9111728.750,-0.00067,-0.00682,0.00686
227655.380,9111862.643,0.00052,-0.00807,0.00808
227627.391,9112213.720,0.00160,-0.00697,0.00715
227334.246,9112340.477,0.00262,-0.00813,0.00854
227291.398,9112692.520,0.00187,-0.00710,0.00735
226972.589,9112814.840,0.00187,-0.00792,0.00813
226919.415,9113164.720,-0.00047,-0.00645,0.00647
226595.874,9113299.317,-0.00162,-0.00712,0.00730
226551.869,9113646.907,-0.00505,-0.00552,0.00748
226220.191,9113774.937,-0.00603,-0.00754,0.00965
226166.981,9114101.953,-0.00846,-0.00693,0.01093
225829.905,9114218.993,-0.00858,-0.00875,0.01225
225769.221,9114544.950,-0.01109,-0.00866,0.01407
225428.827,9114651.853,-0.00985,-0.01029,0.01424
225358.007,9114976.987,-0.01237,-0.01013,0.01598
225013.370,9115069.817,-0.00917,-0.01145,0.01467
224934.220,9115392.800,-0.01110,-0.01071,0.01542
224610.326,9115477.067,-0.00734,-0.01060,0.01289
224516.026,9115797.950,-0.00977,-0.00955,0.01366
224185.950,9115826.150,-0.00578,-0.00833,0.01014
224053.858,9116127.180,-0.00429,-0.00580,0.00721
223739.167,9116157.720,-0.00110,-0.00340,0.00357
223611.087,9116475.000,-0.00084,-0.00062,0.00104
223324.891,9116431.523,0.00054,0.00009,0.00055
223201.471,9116678.073,0.00179,0.00058,0.00188
222919.248,9116620.687,0.00413,0.00144,0.00438
222772.323,9116906.163,0.00444,0.00115,0.00458
222463.483,9116893.040,0.00812,0.00202,0.00836
222293.424,9117194.957,0.00564,0.00212,0.00602
221971.989,9117174.023,0.00917,0.00285,0.00961
221793.797,9117437.367,0.00721,0.00416,0.00833
221472.631,9117353.833,0.01183,0.00590,0.01322
221291.903,9117580.050,0.00839,0.00753,0.01127
220975.775,9117471.237,0.01254,0.01167,0.01713
220791.976,9117699.147,0.00887,0.01183,0.01479
220473.804,9117646.023,0.01177,0.01838,0.02182
220284.477,9117919.670,0.00616,0.01693,0.01802
219965.557,9117912.123,0.00602,0.02638,0.02706
219779.361,9118179.020,0.00095,0.02205,0.02207
219470.213,9118124.600,-0.00052,0.02854,0.02854
219291.616,9118345.257,-0.00227,0.02563,0.02573
218989.951,9118262.137,-0.00506,0.03003,0.03045
218811.880,9118493.417,-0.00631,0.03011,0.03077
218511.910,9118444.833,-0.00772,0.02713,0.02821
218333.038,9118692.130,-0.00888,0.02501,0.02654
218036.569,9118655.063,-0.01023,0.02550,0.02748
217857.882,9118889.573,-0.00929,0.02217,0.02404
217977.603,9119171.943,-0.00976,0.02236,0.02440
217805.649,9119404.537,-0.00857,0.02108,0.02276
217506.996,9119357.683,-0.00768,0.02141,0.02275
217341.564,9119591.707,-0.00558,0.02088,0.02162
217046.820,9119521.123,-0.00357,0.01922,0.01955
216883.942,9119734.880,-0.00249,0.01605,0.01624
216593.718,9119617.880,-0.00139,0.00593,0.00609
216429.518,9119782.193,-0.00133,0.00089,0.00160
216441.704,9120078.370,0.00052,0.00040,0.00065
216161.845,9120131.927,0.00106,0.00148,0.00182
216058.429,9120360.027,0.00003,0.00022,0.00022
236678.832,9035335.300,0.00130,0.02084,0.02088
236908.681,9035670.780,-0.02726,0.02642,0.03796
237369.258,9035607.313,-0.00030,0.03532,0.03532
237525.197,9036077.890,-0.01396,0.05495,0.05669
237965.178,9036267.023,-0.01110,0.04854,0.04980
238318.266,9035885.480,-0.00888,0.04062,0.04158
238826.520,9035920.953,-0.01217,0.03582,0.03783
239051.002,9036333.240,-0.01977,0.04104,0.04555
239675.751,9036148.870,-0.01535,0.03635,0.03945
240004.058,9035523.260,-0.01061,0.03067,0.03245
240643.913,9035397.897,-0.00924,0.02665,0.02821
240995.621,9036030.593,-0.01131,0.02428,0.02678
241683.367,9035909.207,-0.00929,0.01891,0.02106
242129.693,9036527.827,-0.01216,0.01762,0.02141
242862.434,9036304.247,-0.00965,0.01509,0.01791
243062.028,9035406.697,-0.01041,0.01302,0.01667
243733.393,9035152.847,-0.00945,0.01547,0.01813
243872.298,9034259.783,-0.00735,0.01232,0.01435
244518.936,9033976.997,-0.00774,0.01196,0.01424
245091.529,9034621.903,-0.00559,0.01186,0.01311
245788.013,9034331.527,-0.00553,0.01259,0.01375
246460.185,9034975.357,-0.00467,0.01308,0.01389
247250.396,9034612.870,-0.00550,0.01209,0.01329
247282.882,9033717.557,-0.00610,0.01079,0.01240
248043.834,9033293.197,-0.00696,0.01039,0.01250
247908.051,9032376.340,-0.00671,0.01030,0.01229
248562.084,9031822.660,-0.00656,0.01069,0.01255
249442.145,9032315.763,-0.00684,0.01093,0.01289
250112.041,9031842.360,-0.00649,0.01097,0.01275
250991.400,9032493.367,-0.00674,0.01104,0.01293
251669.083,9031986.040,-0.00666,0.01099,0.01285
252621.178,9032554.343,-0.00670,0.01166,0.01345
253264.882,9031942.677,-0.00679,0.01188,0.01369
254352.644,9032087.473,-0.00626,0.01192,0.01347
254624.335,9031002.100,-0.00596,0.01203,0.01343
255376.414,9030537.307,-0.00537,0.01190,0.01306
256420.242,9031003.483,-0.00538,0.01193,0.01308
257278.310,9030135.013,-0.00492,0.01143,0.01244
258452.215,9030315.657,-0.00504,0.01047,0.01162
259355.123,9029449.323,-0.00427,0.01033,0.01117
260512.668,9029658.580,-0.00456,0.00982,0.01083
261482.385,9028798.707,-0.00368,0.00967,0.01035
262521.907,9029209.297,-0.00379,0.00876,0.00954
263540.817,9028807.013,-0.00341,0.00860,0.00926
263831.411,9027784.680,-0.00303,0.00830,0.00883
265162.823,9027710.310,-0.00268,0.00822,0.00865
265550.656,9026775.150,-0.00248,0.00812,0.00850
266689.025,9026487.300,-0.00195,0.00869,0.00891
267645.433,9027069.850,-0.00161,0.00795,0.00811
268689.853,9026465.377,-0.00053,0.00862,0.00864
269693.726,9027040.883,-0.00047,0.00868,0.00869
270692.251,9026467.383,-0.00156,0.00716,0.00733
271834.986,9027010.307,-0.00013,0.00680,0.00681
271838.137,9028039.490,-0.00086,0.00632,0.00638
272763.652,9028701.433,0.00005,0.00611,0.00612
273891.307,9028642.467,-0.00145,0.00393,0.00419
274646.686,9029753.603,-0.00115,0.00299,0.00320
275849.002,9029997.690,0.00002,-0.00250,0.00250
276358.850,9029188.950,-0.00122,-0.00054,0.00134
277627.997,9029518.877,0.00371,-0.00044,0.00374
278122.673,9028691.133,0.00222,0.00157,0.00272
279245.824,9028626.653,0.00567,-0.00181,0.00595
279935.491,9029261.067,0.00886,-0.00288,0.00932
280916.696,9028881.060,0.01024,-0.00595,0.01184
281503.519,9029572.960,0.01245,-0.00823,0.01493
282379.649,9029348.337,0.00888,-0.01276,0.01555
282747.919,9028470.997,0.00650,-0.01478,0.01615
283611.451,9028265.600,0.00617,-0.01348,0.01483
283915.320,9027471.173,0.00645,-0.01113,0.01286
284653.146,9027217.787,0.00953,-0.00755,0.01216
285130.068,9027610.213,0.01242,-0.00825,0.01491
285781.338,9027379.477,0.01073,-0.01033,0.01489
285995.975,9026871.183,0.00916,-0.00859,0.01256
286649.490,9026914.217,0.01012,-0.00828,0.01307
286898.906,9026536.007,0.01039,-0.00685,0.01244
286762.082,9026043.560,0.01150,-0.00397,0.01217
287201.043,9025800.077,0.01429,-0.00309,0.01462
287256.382,9025369.060,0.01528,-0.00035,0.01528
287602.691,9025226.120,0.01720,0.00155,0.01727
287889.562,9025469.223,0.01920,0.00302,0.01944
288181.816,9025350.603,0.02062,0.00429,0.02106
288201.147,9025058.013,0.02115,0.00626,0.02205
288456.089,9024983.970,0.02103,0.00875,0.02278
288480.578,9024724.933,0.02026,0.01218,0.02364
288686.068,9024644.377,0.02084,0.01597,0.02626
288715.095,9024414.730,0.01868,0.01872,0.02645
288573.853,9024252.320,0.01696,0.01520,0.02277
288633.336,9024037.097,0.01283,0.01672,0.02108
288809.946,9024030.400,0.01645,0.02265,0.02799
288872.333,9023875.293,0.00849,0.02281,0.02433
289011.405,9023909.400,0.01120,0.02331,0.02586
289080.657,9023814.373,0.01069,0.02805,0.03002
289084.480,9023690.443,0.00776,0.03015,0.03113
289021.810,9023596.787,0.00190,0.03460,0.03465
289101.061,9023463.947,-0.00594,0.03281,0.03334
289191.161,9023463.737,-0.01626,0.03752,0.04089
289281.246,9023398.157,-0.03464,0.02305,0.04161
229290.663,9099781.073,0.01702,-0.00061,0.01703
229066.374,9099981.953,0.01452,0.00552,0.01554
229146.096,9100221.943,0.01465,0.00609,0.01587
228975.181,9100440.650,0.01255,0.00467,0.01339
229202.318,9099544.983,0.02013,0.01143,0.02315
228713.421,9100423.800,0.01052,0.00105,0.01057
228597.382,9100692.353,0.00798,0.00023,0.00798
228759.093,9100966.067,0.00587,0.00055,0.00590
228705.647,9101251.873,-0.00037,-0.00021,0.00043
228508.898,9101339.220,0.00088,-0.00342,0.00353
228500.441,9101657.537,-0.00858,-0.00464,0.00975
228657.863,9101827.000,-0.01002,-0.00673,0.01207
228649.295,9102082.873,-0.01265,-0.00673,0.01433
228461.718,9102168.760,-0.01160,-0.00443,0.01242
228433.227,9102396.633,-0.01386,-0.00168,0.01396
228642.740,9102521.423,-0.01452,-0.00206,0.01467
228600.470,9102733.303,-0.01618,0.00238,0.01636
228784.787,9102863.550,-0.01443,0.00016,0.01443
228725.360,9103101.393,-0.01371,0.00325,0.01409
228895.463,9103235.943,-0.01034,-0.00099,0.01039
228903.035,9103445.597,-0.00630,-0.00057,0.00632
228787.956,9103582.287,-0.00284,0.00334,0.00438
228912.249,9103781.180,0.00284,-0.00128,0.00312
228858.056,9103943.927,0.00785,-0.00037,0.00786
228672.837,9103969.960,0.00692,0.00658,0.00955
228636.690,9104146.123,0.01168,0.00790,0.01410
228739.037,9104296.957,0.01503,0.00399,0.01555
228656.115,9104448.347,0.01688,0.00609,0.01795
228712.039,9104618.647,0.02054,0.00403,0.02093
228596.302,9104750.190,0.02040,0.00317,0.02065
228620.151,9104926.567,0.02578,-0.00240,0.02590
228474.292,9105032.000,0.02396,-0.00610,0.02472
228457.932,9105198.773,0.03473,-0.00728,0.03548
228592.282,9105298.627,0.03338,-0.00521,0.03378
228542.136,9105487.387,0.03180,-0.00452,0.03212
228647.191,9105640.127,0.02917,-0.00390,0.02943
228552.365,9105846.317,0.02707,-0.00511,0.02755
228626.788,9106033.803,0.02499,-0.00652,0.02582
228499.122,9106230.207,0.02165,-0.00879,0.02337
228549.941,9106437.163,0.02146,-0.00840,0.02305
228388.549,9106623.817,0.02098,-0.00814,0.02251
228414.932,9106852.077,0.02248,-0.00794,0.02384
228634.543,9106886.450,0.02287,-0.00732,0.02401
228738.339,9107093.577,0.02262,-0.00748,0.02382
229028.950,9107088.453,0.02250,-0.00615,0.02332
229157.926,9107311.087,0.02124,-0.00562,0.02197
228999.771,9107524.217,0.01954,-0.00646,0.02058
229049.150,9107799.363,0.01796,-0.00618,0.01899
228820.936,9108007.183,0.01681,-0.00783,0.01854
228823.105,9108305.767,0.01524,-0.00742,0.01694
228560.763,9108472.710,0.01409,-0.00922,0.01684
228505.005,9108751.010,0.01312,-0.00951,0.01621
228696.224,9108924.797,0.01188,-0.00760,0.01411
228629.919,9109242.487,0.01061,-0.00747,0.01298
228409.407,9109365.387,0.01068,-0.00919,0.01409
228423.572,9109710.793,0.00911,-0.00793,0.01207
228201.214,9109844.823,0.00889,-0.00915,0.01275
228216.043,9110195.910,0.00701,-0.00746,0.01023
227979.092,9110321.783,0.00625,-0.00860,0.01063
227975.515,9110676.203,0.00425,-0.00718,0.00834
227727.810,9110792.053,0.00373,-0.00926,0.00998
227706.772,9111150.820,0.00189,-0.00916,0.00935
227451.250,9111257.607,0.00176,-0.01127,0.01141
227414.386,9111621.060,0.00125,-0.01001,0.01009
227153.597,9111718.637,0.00299,-0.01060,0.01101
227101.446,9112086.977,0.00384,-0.00898,0.00976
226838.478,9112174.713,0.00453,-0.01057,0.01150
226752.469,9112550.533,0.00460,-0.00974,0.01077
226480.755,9112597.677,0.00450,-0.01024,0.01119
226276.381,9112856.323,0.00310,-0.01003,0.01050
226291.477,9113138.377,0.00035,-0.00908,0.00908
225947.581,9113308.833,-0.00112,-0.01026,0.01032
225920.299,9113597.803,-0.00351,-0.00958,0.01020
225573.909,9113736.223,-0.00351,-0.01139,0.01192
225536.725,9114030.397,-0.00554,-0.01117,0.01247
225189.273,9114156.790,-0.00429,-0.01322,0.01390
225142.059,9114452.290,-0.00599,-0.01270,0.01404
224789.663,9114567.140,-0.00365,-0.01382,0.01429
224731.794,9114859.533,-0.00458,-0.01271,0.01351
224366.325,9114971.953,-0.00142,-0.01201,0.01210
224324.007,9115266.503,-0.00282,-0.01106,0.01141
224054.731,9115484.107,-0.00125,-0.00953,0.00961
223786.041,9115397.897,0.00049,-0.00679,0.00681
223616.189,9115621.540,0.00108,-0.00601,0.00610
223595.908,9115924.010,-0.00079,-0.00420,0.00428
223335.044,9115893.450,0.00173,-0.00642,0.00665
223192.108,9116083.683,0.00378,-0.00363,0.00524
222919.213,9116017.003,0.00584,-0.00530,0.00789
222769.773,9116307.457,0.00739,-0.00414,0.00848
222470.514,9116309.833,0.01040,-0.00429,0.01125
222311.149,9116609.940,0.01089,-0.00269,0.01122
221993.752,9116602.077,0.01491,-0.00287,0.01518
221824.651,9116864.243,0.01474,-0.00129,0.01479
221509.670,9116790.620,0.02119,0.00162,0.02125
221335.841,9117016.867,0.01948,0.00620,0.02044
221026.055,9116917.250,0.02532,0.01623,0.03007
220846.716,9117145.403,0.01888,0.01716,0.02551
220534.386,9117100.033,0.02227,0.02928,0.03679
220345.272,9117372.743,0.01421,0.02608,0.02971
220030.229,9117371.613,0.01381,0.03736,0.03983
219839.840,9117637.347,0.00794,0.03336,0.03429
219533.348,9117589.913,0.00523,0.03512,0.03550
219349.916,9117810.270,0.00093,0.03336,0.03337
219049.743,9117734.283,-0.00100,0.03244,0.03246
218868.375,9117965.493,-0.00392,0.03136,0.03161
218568.872,9117923.027,-0.00700,0.02963,0.03045
218390.478,9118171.087,-0.00712,0.02859,0.02947
218095.720,9118140.013,-0.00685,0.02846,0.02927
217920.683,9118376.693,-0.00690,0.02570,0.02661
217631.635,9118342.710,-0.00711,0.02359,0.02464
217454.182,9118581.010,-0.00606,0.02228,0.02309
217564.543,9118849.503,-0.00762,0.02136,0.02268
217385.611,9119085.020,-0.00647,0.01995,0.02098
217098.017,9119019.890,-0.00502,0.01980,0.02043
216924.658,9119221.970,-0.00190,0.01693,0.01704
216640.901,9119116.300,0.00028,0.00864,0.00865
216472.839,9119298.453,0.00350,0.00567,0.00667
216171.005,9119207.633,0.00103,0.00321,0.00338
216014.856,9119419.510,-0.00006,-0.00070,0.00070
216152.491,9119674.643,-0.00249,0.00259,0.00359
216008.668,9119890.443,-0.00004,0.00255,0.00255
236409.600,9036336.803,-0.00559,0.00975,0.01124
236754.074,9036188.237,-0.00903,-0.00558,0.01061
237121.271,9036469.780,-0.00850,0.04205,0.04290
237133.463,9036956.897,-0.02376,0.02980,0.03812
237583.403,9037249.720,-0.02291,0.03522,0.04201
238011.193,9036951.737,-0.02407,0.04680,0.05263
238452.275,9037317.870,-0.02562,0.04114,0.04847
238890.451,9037008.910,-0.02217,0.03609,0.04236
239436.691,9037213.153,-0.02179,0.03732,0.04322
239907.036,9036649.443,-0.01869,0.03654,0.04104
240587.051,9036656.530,-0.01645,0.03126,0.03533
240732.766,9037307.580,-0.02292,0.03065,0.03827
241311.116,9037652.367,-0.02062,0.02264,0.03063
241941.789,9037382.613,-0.01270,0.01882,0.02271
242480.382,9038080.097,-0.01550,0.01565,0.02202
243175.833,9037908.460,-0.01233,0.01480,0.01927
243369.980,9036987.397,-0.01191,0.01421,0.01854
244092.892,9036778.513,-0.00731,0.01666,0.01819
244256.711,9035841.513,-0.00656,0.01394,0.01541
244968.209,9035593.357,-0.00483,0.01265,0.01354
245599.942,9036243.930,-0.00449,0.01361,0.01434
246395.434,9035916.307,-0.00408,0.01424,0.01481
247089.546,9036563.250,-0.00525,0.01543,0.01630
247903.722,9036250.443,-0.00670,0.01443,0.01591
247999.821,9035241.013,-0.00577,0.01301,0.01423
248802.197,9034882.553,-0.00734,0.01212,0.01417
248813.724,9033830.050,-0.00718,0.01134,0.01342
249558.003,9033406.297,-0.00762,0.01130,0.01363
250386.856,9034079.983,-0.00808,0.01170,0.01421
251150.357,9033640.457,-0.00790,0.01138,0.01386
252093.318,9034329.647,-0.00795,0.01191,0.01432
252886.456,9033750.860,-0.00771,0.01192,0.01420
253981.094,9033972.017,-0.00768,0.01250,0.01467
254803.577,9032920.297,-0.00666,0.01235,0.01403
255961.561,9032946.943,-0.00671,0.01229,0.01400
256760.312,9032064.713,-0.00566,0.01218,0.01343
257921.705,9032241.487,-0.00574,0.01078,0.01221
258755.540,9031360.900,-0.00493,0.01053,0.01163
259910.995,9031565.563,-0.00521,0.00983,0.01113
260765.215,9030729.577,-0.00417,0.00961,0.01048
261869.160,9031109.737,-0.00425,0.00914,0.01008
262656.136,9030449.330,-0.00368,0.00905,0.00977
263762.174,9030855.220,-0.00379,0.00817,0.00901
264352.727,9029877.477,-0.00333,0.00803,0.00870
265362.431,9029863.757,-0.00312,0.00795,0.00854
265881.934,9028718.923,-0.00202,0.00745,0.00772
267001.212,9028889.097,-0.00165,0.00785,0.00802
267764.116,9028173.623,-0.00147,0.00764,0.00778
268901.076,9028835.217,-0.00113,0.00850,0.00858
269786.267,9028306.950,-0.00075,0.00959,0.00962
270787.942,9028762.633,-0.00042,0.00839,0.00840
271144.490,9029826.220,0.00125,0.00872,0.00881
272330.882,9029805.137,0.00106,0.00725,0.00733
272955.153,9030667.613,0.00020,0.00818,0.00818
274143.302,9030675.047,0.00093,0.00446,0.00456
274772.379,9031749.720,0.00205,0.00225,0.00305
