x,y
218052.128,9116618.68
217545.534,9116840.47
217054.245,9116958.72
216591.565,9117051.53
216130.401,9117251.69
216151.869,9117739.37
234949.391,9038464.06
235321.101,9039028.41
235609.039,9039721.87
236364.087,9040150.61
237066.317,9040772.71
237588.031,9041426.07
238475.942,9041908.94
239556.091,9041233.48
240911.492,9042061.5
242206.206,9042968.39
243585.898,9043912.22
244919.791,9042964.94
246093.812,9041735.52
247755.016,9042281.01
249993.156,9042212.03
251268.793,9040673.27
253675.86,9040261.02
255872.16,9040108.52
257123.252,9038299.52
259255.682,9037474.32
261134.523,9037343.22
263163.345,9036717.06
264494.559,9037711.37
266188.787,9037369.07
267977.067,9037196.99
268403.499,9035069.88
269935.352,9035863.92
271680.98,9036967.28
273495.311,9037370.15
274794.336,9038794.51
276719.695,9038306.1
278739.482,9037813.8
280337.354,9036970.87
281880.716,9036564.41
283276.116,9036240.04
284583.513,9035726.47
284672.19,9034401.59
285878.419,9033765.35
285819.587,9032454.04
286829.648,9031563.72
287772.505,9030862.48
288471.978,9030019.91
289176.313,9029558.89
289762.387,9029163.81
289692.747,9028605.37
290164.807,9028255.18
290067.929,9027757.76
290021.055,9027278.74
289995.411,9026834.29
289950.988,9026419.27
289823.613,9026034.17
289651.889,9025662.8
289580.638,9025356.46
289621.986,9025167.25
289563.585,9024976.02
289596.127,9024746.58
227494.604,9098535.65
227076.714,9098960.13
227336.695,9099353.13
227656.283,9097951.23
226965.138,9099532.42
226990.414,9099979.73
226742.779,9100406.39
226450.822,9100813.28
226828.699,9101093.47
226556.145,9101407.41
226752.388,9101881.93
226807.108,9102354.72
226902.977,9102719.31
227189.43,9102848.22
227275.391,9103131.07
227317.117,9103355.43
227527.224,9103473.65
227718.713,9103613.32
227672.973,9103799.96
227615,9103952.78
227751.519,9104077.17
227837.621,9104224.01
227885.699,9104380.43
227857.699,9104536.27
227791.338,9104689.32
227680.609,9104817.25
227539.115,9104902.25
227455.7,9105058.64
227537.605,9105196.46
227435.278,9105391.92
227288.638,9105595.23
227373.815,9105807.31
227257.83,9106043.15
227128.414,9106294.65
226954.214,9106555.78
226732.986,9106827.24
226803.475,9107147.85
226892.571,9107480.96
227082.346,9107842.85
226759.605,9108164.1
226490.519,9108496.56
226769.788,9108916.67
226348.005,9108870.17
226141.964,9109242.2
226236.994,9109682.13
225813.785,9109711.18
225715.702,9110242.08
225465.182,9110669.09
225083.234,9110959.55
225051.503,9111422.92
224601.512,9111763.01
224176.595,9112084.95
223984.022,9112562.63
223528.692,9112946.47
223052.304,9113157.32
222704.981,9113565.05
222319.379,9113883.76
221936.093,9114202.7
221534.12,9114432.04
221118.211,9114574.67
220704.811,9114730.31
220302.531,9115015.89
219890.951,9115292.62
219468.861,9115453
219042.134,9115652.44
218605.74,9115905.58
218160.124,9116135.4
217690.486,9116373.39
217212.032,9116514.7
216693.879,9116543.25
216175.728,9116767.3
234447.616,9038985.89
234794.728,9039714.2
235197.402,9040466.05
235776.252,9041078.04
236383.691,9041752.18
237227.24,9042474.06
238339.629,9043231.66
239629.967,9042678.97
240797.011,9043616.15
242062.656,9044627.35
243390.299,9045584.52
245105.363,9045061.55
246516.786,9043633.69
248678.525,9043720.07
251207.637,9043422.85
252475.534,9041868.37
254707.292,9041760.72
256468.465,9042252.44
257564.351,9040603.72
258659.521,9039193.68
260383.586,9039209.49
262396.332,9038625.82
263601.316,9039604.86
265164.973,9039391.48
266944.245,9039183.7
268790.954,9039298.58
269751.831,9037677.51
270941.646,9039064.62
272809.56,9039029.52
274129.107,9040664.67
276159.321,9040241.63
278145.098,9039724.08
280052.33,9038725.41
281699.336,9038156.97
283153.419,9037694.31
284468.371,9037064.24
285702.871,9036308.58
285779.974,9035092.08
286821.023,9034656.86
286989.003,9033628.15
286845.758,9032663.09
287783.634,9031946.07
288631.629,9031612.7
288682.299,9030795.85
289320.163,9030344.98
289948.611,9029804.08
290488.58,9029216.87
290136.107,9028758.36
290705.577,9028565.74
290615.5,9027929.55
290534.257,9027411.68
290466.178,9026964.12
290372.892,9026550.07
290225.646,9026132.17
289967.635,9025790.58
289825.933,9025501.65
289800.678,9025290.34
289749.387,9025070.26
289694.089,9024907.72
227184.526,9098172.8
226896.617,9098486.06
226484.237,9098732.18
226609.354,9099180.62
227191.028,9097773.41
226160.9,9101221.64
226320.062,9101784.63
226468.56,9102227.42
226565.834,9102626.2
226672.547,9102942.03
226986.38,9103027.69
227081.64,9103261.46
227150.964,9103471.13
227338.453,9103561.4
227512.926,9103672.18
227481.163,9103830.7
227426.177,9103943.64
227510.102,9104045
227629.838,9104111.63
227717.747,9104227.8
227778.338,9104369.81
227748.657,9104518.35
227686.123,9104646.45
227586.806,9104746.12
227463.079,9104810.73
227376.084,9104936.58
227266.391,9105071.63
227333.17,9105225.69
227205.866,9105395.91
227065.622,9105559.74
227070.872,9105788.48
226962.431,9106030.66
226817.954,9106279.32
226626.001,9106544.17
226380.28,9106820.33
226480.881,9107086.44
226473.517,9107420.5
226679.012,9107802.9
226312.819,9108093.96
226067.666,9108461.71
225909.464,9108831.67
225743.925,9109221.76
225368.659,9109391.4
225353.584,9109824.58
225327.207,9110232.89
225011.432,9110488.86
224642.429,9110786.86
224644.132,9111264.43
224195.547,9111637.14
223740.223,9112042.19
223528.558,9112487.99
223093.738,9112637.5
222637.04,9112707.29
222563.43,9113121.69
222216.319,9113393.05
221842.939,9113710.61
221448.947,9113938.32
221039.784,9114082.28
220633.055,9114238.2
220245.7,9114519.99
219853.876,9114793.87
219446.838,9114955.51
219038.784,9115156.79
218627.549,9115412.59
218210.772,9115648.9
217789.873,9115895.8
217373.258,9116055.99
216977.727,9116159.41
216625.073,9115940.18
216310.396,9116299.66
234011.358,9039630.45
234288.422,9040412.81
234644.961,9041229.69
235170.711,9041953.24
235881.967,9042836.95
237038.992,9043709.73
238007.273,9044734.55
239398.474,9044197.87
240554.675,9045259.97
241986.435,9046391.75
244083.667,9047317.11
245948.507,9046592.66
247363.893,9045228.11
249875.089,9044940.08
252223.623,9044893.46
253487.889,9043357.32
255281.103,9043847.93
257107.829,9044270.62
258287.28,9042588.51
259432.089,9040960.04
261720.242,9040798.78
263949.073,9041630.58
265815.539,9040855.89
267714.292,9041214.81
270001.659,9040802.98
272073.495,9040847.72
273245.954,9042434.64
275458.018,9042114.86
277550.713,9041634.35
279190.112,9041716.46
279863.753,9040274.87
281414.933,9039718.29
282916.344,9039127.06
284358.983,9038488.73
285560.164,9037514.5
286670.853,9037075.03
286841.56,9035877.46
287785.482,9035047.03
287839.76,9034017.93
287832.409,9032967.34
288706.538,9032541.62
289481.415,9032049.77
289424.719,9031194.99
290055.051,9030589.75
290592.528,9029953.86
291061.574,9029559.61
291137.312,9029002.65
291365.489,9028596.86
291077.618,9028153.83
291030.118,9027579.39
290909.576,9027101.45
290819.569,9026667.84
290600.302,9026288.56
290550.486,9025963.62
290279.095,9025806.77
290095.534,9025569.89
290020.372,9025370.83
289897.65,9025166.75
226723.66,9097906.16
226446.314,9098295.69
225933.504,9101666.12
226061.624,9102147.92
226211.383,9102528.23
226327.214,9102864.6
226441.427,9103134.75
226788.943,9103190.34
226952.942,9103397.61
227014.061,9103579.43
227180.311,9103646.94
227336.156,9103729.89
227306.924,9103855.61
227287.994,9103954.89
227362.801,9104043.04
227448.421,9104121.76
227543.545,9104170.86
227628.542,9104253.15
227683.016,9104375.98
227658.613,9104506.76
227597.336,9104607.87
227508.749,9104685.68
227406.844,9104732.88
227322.665,9104822.32
227212.353,9104931.63
227081.912,9105062.05
227129.825,9105222.4
226975.055,9105386.54
226843.683,9105582.75
226781.218,9105795.54
226675.622,9106028.76
226513.842,9106281.54
226303.003,9106549.25
226040.75,9106829.37
226150.33,9107125.88
226053.906,9107427.68
226323.826,9107726.52
225974.202,9107758.46
225869.485,9108104.13
225612.41,9108470.14
225491.63,9108915.5
225104.513,9109090.92
224912.73,9109562.8
224955.695,9110017.27
224597.191,9110317.58
224239.959,9110688.14
224246.323,9111159.9
223811.603,9111518.2
223380.845,9111712.87
223238.41,9112160.36
222769.488,9112267.29
222277.552,9112393.38
222136.642,9112860.82
221773.384,9113232.83
221379.37,9113458.59
220975.794,9113604.75
220567.178,9113760.38
220175.99,9114037.88
219791.297,9114307.55
219394.6,9114468.73
219001.675,9114669.64
218610.004,9114925.64
218212.511,9115165.7
217811.153,9115418.27
217416.152,9115586.79
217027.909,9115726.75
216677.001,9115461.77
233487.15,9040210.14
233794.027,9041111.75
234083.487,9041998.77
234520.643,9042748.06
234870.995,9043588.9
235872.912,9044219.99
236646.705,9045269.15
237549.871,9046394.48
239040.177,9045837.59
240321.648,9047012.14
242218.828,9048041.55
243433.795,9049429.26
245269.966,9048669.23
247008.855,9047643.96
248723.142,9046582.05
250919.511,9046353.12
252780.827,9046924.08
254050.804,9045441.56
255906.409,9045867.36
258398.542,9045733.1
259168.853,9044008.32
260483.97,9042587.16
262425.439,9043111.82
264470.076,9043990.25
266006.666,9042720.65
267716.96,9043564.86
269131.921,9042409.52
271061.04,9042517
272087.623,9044058.14
274475.6,9043830.37
276893.897,9043513.28
278624.731,9043514.14
280459.221,9042865.96
280969.886,9041262.72
282618.727,9040670.49
283993.142,9039860.01
285202.72,9039615.28
285560.976,9038587.27
286556.379,9038200.47
287541.778,9037922.31
287664.524,9036887.32
287879.147,9035974.33
288689.818,9035422.23
288718.308,9034456.58
288730.118,9033487.26
289582.102,9032997.44
290236.558,9032272.64
290211.676,9031418.74
290697.007,9030676.92
291170.317,9030243.5
291589.923,9029905.94
291609.474,9029363.72
291772.04,9028947.04
291958.384,9028593.96
291621.491,9028265.36
291395.121,9027888.11
291568.876,9027557.9
291343.32,9027224.78
291222.437,9026828.12
291223.174,9026485.62
290934.807,9026348.18
290850.093,9026078.92
290822.732,9025805.18
290560.767,9025686.12
290347.785,9025568.72
290274.405,9025379.27
290079.72,9025221.12
225648.422,9102075.32
225756.908,9102468.25
225951.233,9102785.12
226100.251,9103076.28
226191.756,9103304.07
226371.534,9103342.71
226565.101,9103322.27
226761.938,9103379.75
226842.308,9103532.32
226899.964,9103677.84
227042.181,9103724.85
227178.264,9103784.97
227172.784,9103904.04
227219.663,9104021.1
227276.51,9104102.13
227360.7,9104155.56
227438.55,9104216.31
227527.463,9104260.3
227587.625,9104335.05
227600.226,9104431.67
227561.747,9104519.39
227495.381,9104594.11
227410.24,9104644.36
227293.636,9104709.87
227181.251,9104800.68
227047.196,9104914.25
226896.723,9105046.8
226930.452,9105214.29
226745.317,9105378.85
226587.467,9105579.91
226517.475,9105806.88
226393.619,9106043.67
226212.707,9106295.67
225982.964,9106557.23
225704.019,9106827.12
225789.99,9107115.06
225677.705,9107417.38
225592.71,9107751
225499.352,9108088.79
225183.373,9108261.75
225198.076,9108645.77
224814.307,9108816.56
224733.685,9109200.85
224424.609,9109434.53
224537.538,9109865.54
224193.061,9110234.21
223845.705,9110578.9
223859.813,9111041.96
223458.958,9111249.34
223056.456,9111386.03
222937.286,9111829.02
222477.579,9111975.48
222057.68,9111989.76
221818.45,9112387.74
221692.127,9112802.61
221329.53,9112995
220944.132,9113141.42
220542.641,9113297.14
220131.206,9113569.37
219727.961,9113833.46
219326.398,9113992.83
218938.321,9114192.55
218561.596,9114446.57
218180.751,9114688.4
217798.062,9114944.41
217409.055,9115121.22
217042.149,9115279.97
216682.512,9115093.7
233092.339,9040887.14
233308.366,9041820.22
233436.527,9042688.79
233683.268,9043432.92
233857.682,9044235.43
234802.406,9044603.23
235227.471,9045734.94
236085.205,9046934.14
236977.871,9048223.94
238654.815,9047624.96
240347.078,9048747.29
241568.045,9050136.25
242955.797,9051506.55
244810.079,9050728.69
246598.138,9049860.41
248238.66,9048778.35
249775.152,9047800.62
251383.711,9048308.79
253040.86,9049158.49
254668.323,9047750.12
257079.78,9047368.41
259708.963,9047387.23
260836.918,9044909.14
262981.722,9045305.41
264772.861,9046225.56
266288.532,9044942.1
268347.474,9045452.28
269770.468,9044076.97
270770.293,9045566.26
273226.429,9045700.64
275716.69,9045130.88
277631.29,9045144.65
279144.532,9045462.98
279951.694,9044329.25
281177.309,9044476.42
281796.498,9043379.82
282073.422,9042111.12
283380.555,9042087.74
283874.146,9041054.75
284951.038,9040778.19
286105.872,9040368.67
286364.132,9039305.51
287421.951,9039039.58
288351.23,9038446.17
288494.564,9037506.29
288677.877,9036483.97
289494.87,9035747.06
289544.198,9034856.46
289549.44,9033957.27
290306.609,9033731.22
290386.529,9033003.73
290987.247,9032678.93
290902.203,9031946.51
290892.868,9031292.32
291307.6,9030910.23
291736.972,9030547.51
292121.474,9030182.09
292093.069,9029656.18
292204.948,9029234.28
292340.354,9028865.64
292442.724,9028513.3
292107.54,9028251.18
291826.913,9027923.86
291993.093,9027599.13
291810.617,9027235.38
291572.741,9026951.02
291544.109,9026619.3
291481.503,9026266.87
291177.562,9026163.84
291074.276,9025929.08
291132.016,9025738.38
290929.549,9025633.68
290738.964,9025544.71
290534.579,9025412.39
290447.475,9025189
290261.908,9025223.86
225253.443,9102377.74
225468.149,9102792.32
225779.75,9103031.46
225897.904,9103309.21
226110.925,9103501.66
226299.641,9103484.76
226478.674,9103480.93
226657.405,9103496.26
226751.775,9103640.19
226820.641,9103765.65
226941.01,9103801.07
227057.427,9103843.44
227042.654,9103933.42
227126.228,9103986.46
227314.298,9104626.9
227220.386,9104592.65
227185.415,9104684.91
227081.943,9104697.11
227048.322,9104786.46
226927.26,9104796.8
226892.679,9104902.92
226755.677,9104920.28
226718.305,9105039.54
226742.518,9105183.65
226557.724,9105229.65
226529.399,9105384.35
226343.939,9105431.47
226332.957,9105619.9
226256.679,9105830.72
226112.665,9106060.98
225913.604,9106301.86
225668.966,9106545.62
225409.892,9106777.09
225398.835,9107090.27
225315.654,9107451.21
225222.731,9107842.71
224882.522,9108026.19
224820.169,9108437.04
224439.346,9108602.98
224411.345,9108978.18
224054.91,9109242.23
224103.885,9109759.63
223791.97,9110131.03
223441.726,9110351.81
223482.566,9110794.68
223107.589,9110938.76
222728.516,9111117.33
222640.319,9111547.35
222270.885,9111642.35
221980.801,9111494.96
221740.192,9111853.28
221449.324,9112153.84
221348.995,9112549.99
220937.974,9112689.55
220555.392,9112848.26
220146.773,9113117.93
219719.85,9113375.1
219293.898,9113529.92
218875.358,9113723.91
218489.726,9113975.42
218119.093,9114216.67
217753.282,9114474.85
217379.481,9114656.48
217003.792,9114823.97
216567.213,9114641.69
232727.153,9041588.83
232696.064,9042391.84
232619.438,9043161.7
232711.188,9043910.55
232810.2,9044715.36
233860.858,9045224.22
233838.251,9046412.9
234755.218,9047234.89
235183.559,9048757.55
236571.04,9050070.66
238459.059,9049408.97
239685.511,9050817.12
241115.806,9052180.06
242806.115,9053721.25
244720.325,9052646.47
246548.03,9051879.49
248302.216,9050844.69
249844.908,9049713.11
251496.45,9050225.51
252787.72,9051471.13
254563.381,9050398.77
256251.649,9049408.84
258214.447,9048909.73
259932.787,9049741.51
261540.859,9048657.56
261620.116,9046709.18
263236.338,9047471.52
265347.869,9048043.08
266883.231,9046792.55
269313.313,9046959.21
271541.285,9047209.99
273145.183,9048173.11
274539.484,9046748.48
276623.927,9046564.5
278332.197,9046785.64
279827.063,9046941.76
280559.356,9045749.77
281946.004,9045839.66
282481.078,9044533.38
282976.314,9043306.39
284185.743,9043227.92
284658.904,9042055.42
285820.537,9041412.52
286888.979,9041079.42
287135.9,9040099.71
288023.062,9040060.12
288318.336,9039292.81
289099.453,9039038.4
289233.852,9038191.86
289343.787,9037323.49
289546.499,9036550.12
290252.548,9036220.15
290301.071,9035388.6
290324.158,9034561.93
291033.007,9034230.31
291029.526,9033452.91
291654.425,9032963.49
291594.386,9032261.6
291481.333,9031586.38
291902.03,9031181.28
292311.453,9030795.25
292639.088,9030408.94
292581.301,9029892.05
292650.107,9029466.39
292737.608,9029087.74
292796.896,9028727.86
292819.563,9028379.39
292509.723,9028175.55
292223.926,9027919.99
292347.346,9027635.03
292185.155,9027335.98
292097.268,9027037.36
291871.844,9026805.8
291773.16,9026443.16
291766.873,9026183.58
291572.316,9026027.24
291340.668,9025939.28
291353.647,9025705.24
291292.507,9025540.51
291102.477,9025566.89
290945.744,9025473.15
290796.965,9025345.97
290633.66,9025233.52
224948.851,9102770.48
225199.887,9103109.3
225554.724,9103203.36
225691.304,9103468.32
225931.687,9103585.01
226127.008,9103672.97
226267.642,9103621.28
226428.788,9103599.13
226592.301,9103622.05
226699.913,9103737.53
226757.943,9103851.7
226855.466,9103870.28
226947.031,9103906.6
227121.151,9104602.99
227021.203,9104604.94
226959.334,9104693.93
226832.411,9104688.42
226789.037,9104797.45
226652.835,9104806.71
226597.285,9104928.47
226563.939,9105072.27
226393.47,9105097.31
226357.31,9105253.8
226162.349,9105277.29
226127.105,9105448.85
226090.857,9105636.91
225996.402,9105843.51
225832.133,9106063.69
225613.954,9106292.24
225342.778,9106531.05
225079.309,9106820.84
225046.378,9107191.48
224982.533,9107591.54
224654.554,9107782.59
224529.086,9108204.85
224156.321,9108353.37
224021.417,9108775.16
223686.438,9109129.85
223698.768,9109639.67
223411.674,9109953.42
223036.26,9110023.66
223100.219,9110496
222747.256,9110687.96
222404.827,9110831.03
222348.888,9111247.62
222041.701,9111074.92
221664.687,9111372.56
221470.404,9111728.05
221214.438,9111919.94
220997.355,9112257.61
220578.92,9112404.87
220194.889,9112683.73
219782.898,9112934.15
219353.182,9113085.04
218893.942,9113272.91
218440.943,9113513.89
218042.585,9113748.49
217673.752,9114012.54
217303.465,9114195.3
216934.381,9114373.17
216493.277,9114158.98
232136.06,9042060.22
231933.808,9042706.91
231723.463,9043441.02
231620.121,9044290.19
231813.928,9045134.52
232692.513,9045686.55
232621.838,9046758.87
233407.941,9047931.43
233513.842,9049581.2
234683.022,9050732.35
235912.724,9052195.01
237786.266,9051496.32
239204.706,9052802.48
240805.994,9054175.56
241666.89,9055977.44
243548.163,9056036.72
244683.991,9054469.97
246606.496,9054046.95
248441.036,9052772.97
250421.636,9051871.79
252305.428,9053454.52
254499.712,9052817.95
256379.317,9051706.36
258153.167,9050804.72
260411.878,9051513.51
262107.236,9050404.54
263726.359,9049239.38
265935.454,9049772.82
267747.271,9048491.34
270124.786,9048563.89
271676.808,9049531.91
273354.014,9050311.05
274618.103,9048925.32
275833.583,9047910.42
277435.689,9048046.1
279024.319,9048109.76
280528.991,9048069.28
281237.627,9047000.46
282430.985,9047411.68
282938.746,9046403.73
283281.209,9045390.45
283762.543,9044332.24
284901.52,9044307.82
285243.815,9043227.78
285690.474,9042363.37
286635.333,9042028.32
287590.636,9041818.45
287814.496,9040942.51
288692.557,9040697.15
288914.056,9039890.91
289739.377,9039598.83
289946.237,9038763.69
290041.602,9037887
290168.301,9037064.66
290921.359,9036693.54
290995.275,9035906.55
291079.356,9035077.57
291703.043,9034388.09
291693.655,9033678.73
292257.216,9033153.95
292213.273,9032479.28
292115.068,9031835.24
292499.039,9031406.54
292908.988,9030989.54
293115.27,9030545.89
293056.445,9030093.78
293092.069,9029666.46
293138.267,9029276.64
293157.831,9028912.44
293134.652,9028562.97
293155.986,9028267.33
292877.831,9028076.33
292575.754,9027888.22
292604.299,9027593.64
292459.931,9027333.39
292367.092,9027046.87
292233.521,9026758.36
292028.947,9026546.97
292036.178,9026289.9
291942.123,9026056.29
291744.049,9025935.82
291544.085,9025788.69
291453.313,9025532.53
224732.225,9103221.07
225069.626,9103407.31
225374.365,9103456.43
225556.622,9103618.4
225760.211,9103669.28
225883.675,9103786.24
226017.473,9103745.45
226121.525,9103798.8
226241.148,9103747.04
226355.226,9103697.31
226474.456,9103704.36
226581.955,9103740
226662.608,9103822.95
226921.575,9104596.95
226821.589,9104597.52
226722.005,9104599.82
226706.552,9104700.16
226585.05,9104707.12
226513.382,9104816.95
226444.198,9104949.36
226289.522,9104975.56
226217.057,9105120.16
226037.847,9105130.73
225962.49,9105284.47
225907.381,9105453.51
225850.02,9105638.77
225735.804,9105838.25
225552.525,9106047.44
225321.521,9106267.18
225040.079,9106482.53
224770.053,9106647.21
224768.279,9106997.19
224735.177,9107375.64
224413.263,9107556.18
224307.348,9107947.23
223940.359,9108067.4
223776.931,9108444.83
223607.183,9108776.28
223240.914,9108895.9
223405.14,9109309.04
223230.055,9109613.34
222847.354,9109600.82
222619.83,9109942.98
222756.899,9110294.88
222402.456,9110372.31
222084.384,9110667.32
221754.758,9110959.81
221425.21,9111156.32
221255.371,9111507.8
220964.849,9111802.39
220693.401,9111997.3
220421.383,9112065.59
220199.706,9112295.47
219851.882,9112516.24
219457.642,9112659.5
219007.277,9112842.66
218509.657,9113076.84
218007.574,9113252.41
217597.865,9113558.96
217200.529,9113738.83
216832.573,9113916.42
216361.802,9113728.71
231538.328,9042143.7
231126.546,9042817.42
230790.869,9043511.75
230567.606,9044219.61
230687.545,9045203.95
231494.854,9046153
231615.239,9047402.91
231968.63,9048653.08
232039.905,9050064.69
232898.814,9051633.08
234103.434,9053002.43
235542.019,9054393.81
237306.672,9053600.51
238953.577,9054580.27
239647.646,9056173.87
240448.987,9057914.46
242431.512,9057901.57
244430.434,9057901.12
245564.998,9056133.03
247496.125,9056119.31
248557.64,9054555.73
250347.927,9054003.56
251466.482,9055658.32
253338.739,9055048.78
255062.68,9054650.71
256661.461,9053649.74
258637.319,9052751.95
261005.318,9053221.77
262661.87,9052142.4
264302.839,9050983.94
265784.142,9052057.25
267369.734,9050858.82
268894.843,9049955.41
270208.433,9050890.7
271896.726,9051494.98
273158.053,9052367.11
274290.714,9051598.95
275302.227,9050466.39
276407.346,9049241.28
278149.867,9049340.92
279766.764,9049073.37
280996.233,9049210.46
281719.677,9048320.03
282795.054,9048853.29
283595.118,9048184.85
283523.357,9047219.26
283931.744,9046201.07
284476.418,9045283.29
285635.551,9045247.74
285833.478,9044086.88
286330.165,9043035.87
287325.236,9042653.22
288236.767,9042417.38
288453.451,9041538.31
289296.164,9041086.65
289575.735,9040374.88
290326.2,9040261.01
290490.589,9039545.1
290654.43,9038866.08
290702.963,9038201.45
290827.679,9037461.69
291516.355,9037241.85
291604.607,9036509.28
291710.222,9035761.39
291780.532,9035024.18
292360.853,9034492.6
292324.421,9033816.34
292825.226,9033236.52
292713.159,9032669.33
292737.275,9032049.04
293064.497,9031555.01
293449.821,9031217.2
293515.308,9030796.21
293514.011,9030315.14
293510.768,9029872.49
293528.175,9029459.42
293520.254,9029078.56
293458.277,9028717.33
293438.503,9028421.53
293454.078,9028176.81
293224.165,9028030.46
293051.011,9027877.18
292816.233,9027786.74
292831.036,9027559.83
292692.566,9027353.92
292620.947,9027107.03
292546.766,9026856.93
292479.273,9026622.79
292267.451,9026460.63
292315.526,9026224.93
292143.224,9026104.12
292096.598,9025940.72
291927.928,9025856.82
291773.994,9025734.1
291617.256,9025625.01
224828.067,9103610.71
224283,9103681.6
225175.281,9103673.2
225400.631,9103744.05
225600.933,9103739.94
225727.308,9103815.43
225799.323,9103912.75
225914.17,9103915.05
226010.915,9103852.64
226120.823,9103907.86
226191.429,9103853.58
226289.782,9103836.09
226372.067,9103784.36
226469.344,9103800.69
226563.823,9103819.45
226623.556,9104615.34
226524.08,9104610.93
226467.011,9104716.07
226368.767,9104833.85
226221.204,9104868.49
226128.663,9104993.54
225957.387,9104987.87
225858.565,9105128.47
225761.92,9105276.73
225686.603,9105441.21
225609.381,9105622.18
225475.703,9105814.38
225276.808,9106012.99
225059.625,9106214.78
224773.372,9106288.35
224503.725,9106490.94
224490.241,9106833.2
224467.293,9107186.38
224141.9,9107339.83
224066.739,9107695.67
223701.172,9107792.71
223558.627,9108147.54
223370.78,9108502.95
222981.143,9108532.69
222809.061,9108875.05
223029.106,9109225.3
222646.051,9109241.08
222455.408,9109570.63
222263.375,9109945.17
222036.35,9110278.35
221769.219,9110576.86
221493.348,9110800.81
221249.654,9110916.11
221132.712,9111188.08
220956.441,9111451
220705.946,9111651.28
220436.144,9111780.1
220159.147,9111909.07
219888.603,9112126.59
219541.915,9112251.51
219137.726,9112426.32
218666.633,9112654.15
218193.459,9112795.21
217758.822,9112790.77
217554.848,9113147.18
217136.695,9113291.08
216720.05,9113458.98
216226.617,9113271.1
230757.267,9042191.04
230265.729,9042770.17
229834.424,9043523.76
229691.58,9044425.4
229589.477,9045554.75
230374.068,9046591.1
230380.072,9047971.16
230594.305,9049341.31
230828.18,9050943.97
231126.428,9052561.03
232304.187,9053947.76
233676.811,9055161.7
235368.658,9056465.96
237382.758,9055907.86
238407.855,9057893.35
239627.561,9059659.2
241636.133,9059655.51
243638.994,9059652.23
245643.657,9059653.18
246437.924,9057916.87
248439.977,9057890.97
249542.213,9056065.49
250428.016,9057733.57
252357.077,9057274.25
254240.947,9056667.59
256128.939,9055922.27
257884.445,9055022.76
259552.815,9054380.89
260835.129,9055454.61
262505.454,9054369.51
264157.232,9053229.93
265403.149,9054476.91
267028.352,9053310.22
268653.554,9052143.53
270555.309,9052651.87
272009.831,9053406.76
273318.004,9054018.67
274372.165,9053118.1
275393.09,9052157.69
276369.489,9051419.88
277097.584,9050407.83
278391.539,9050785.4
279202.636,9050029.61
280261.955,9050070.3
281161.552,9050293.14
281941.507,9049571.17
282620.232,9050134.83
283356.015,9049703.39
283965.508,9049072.96
284763.994,9048468.17
284459.783,9047636.96
284396.754,9046806.58
285010.693,9046086.07
285870.874,9046317.41
286499.852,9045739.22
286438.759,9044822.58
286530.77,9043933.96
287142.083,9043473.9
287923.845,9043191.16
288653.088,9043095.74
288951.22,9042584.58
289032.327,9041912.58
289677.863,9041423.14
290175.981,9040946.96
290860.608,9040843.74
290956.575,9040234.73
291272.583,9039720.47
291117.405,9039236.79
291291.185,9038643.91
291414.457,9037940.41
292068.152,9037817.51
292096.28,9037123.12
292279.755,9036489.06
292361.33,9035822.22
292320.034,9035197.55
292939.252,9034708.09
292937.98,9033911.05
293310.502,9033197.7
293202.824,9032562.42
293279.969,9031998.73
293713.505,9031632.29
293981.705,9031081.1
293935.814,9030550.28
293908.261,9030093.86
293892.363,9029665.24
293896.313,9029255.82
293773.555,9028859.27
293732.005,9028539.04
293705.007,9028292.52
293646.488,9028067.63
293446.177,9027944.66
293266.165,9027782.41
293038.091,9027683.01
293033.285,9027523.9
292896.876,9027378.5
292834.982,9027176.1
292793.826,9026953.52
292739.227,9026725.48
292655.237,9026519.01
292497.331,9026384.43
292572.75,9026204.99
292422.59,9026078.65
292269.09,9025955.73
224642.2,9103836.2
224863.4,9103922.6
225056.328,9103859.24
224256.9,9103923.3
224040.6,9103945.8
224481.1,9104003.8
225274.079,9103918.76
225439.672,9103918.2
225562.601,9103851.61
225665.439,9103933.78
225770.561,9104007.24
225868.425,9104021.3
225963.908,9103992.45
226039.23,9103933.16
226427.264,9104615.91
226355.309,9104718.88
226250.777,9104764.76
226129.795,9104776.09
226081.968,9104878.28
225959.294,9104859.56
225836.453,9104872.11
225784.648,9104988.31
225677.595,9105114.71
225560.643,9105253.76
225465.796,9105412.7
225368.789,9105591.1
225213.785,9105780.83
224990.963,9105993.16
224734.031,9105964.02
224505.809,9106166.11
224248.423,9106339.52
224219.868,9106663.82
224186.089,9106997.71
223855.477,9107119.89
223793.836,9107450.32
223431.262,9107519.42
223324.988,9107849.08
223170.044,9108186.6
222781.669,9108200.01
222570.341,9108547.34
222412.478,9108921.95
222233.096,9109232.21
222082.251,9109583.29
221901.596,9109911.34
221697.814,9110213.45
221464.622,9110457.92
221237.745,9110614.85
221032.588,9110859.36
220909.692,9111145.53
220730.453,9111359.08
220494.831,9111508.8
220235.677,9111604.48
219964.485,9111599.23
219860.812,9111795.24
219579.657,9111869.02
219227.261,9112022.28
218813.811,9112242.05
218367.793,9112378.84
217958.413,9112382.81
217473.908,9112467.51
217244.084,9112861.36
